tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative,norm_abund,classified_fraction
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1496,1496,Clostridioides difficile,Clostridioides difficile,species,2.70067,fraction_reads,2.70067,1496,1||1239|186801|3082720|186804|1870884|1496,74831,0,0,74831,2.715613750909882,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1502,1502,Clostridium perfringens,Clostridium perfringens,species,7e-05,fraction_reads,7e-05,1502,1||1239|186801|186802|31979|1485|1502,2,0,0,2,7.038733446281542e-05,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1613,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,1.05113,fraction_reads,1.05113,1613,1||1239|91061|186826|33958|2742598|1613,29125,0,0,29125,1.056946269627131,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1680,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,2.05003,fraction_reads,2.05003,1680,1||201174|1760|85004|31953|1678|1680,56803,0,0,56803,2.0613735324115074,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2173,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.05551,fraction_reads,0.05551,2173,1||28890|183925|2158|2159|2172|2173,1538,0,0,1538,0.05581715622901263,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,4932,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.19857,fraction_reads,0.19857,4932,1||4890|4891|4892|4893|4930|4932,5502,0,0,5502,0.199668757204018,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28116,28116,Bacteroides ovatus,Bacteroides ovatus,species,0.00271,fraction_reads,0.00271,28116,1||976|200643|171549|815|816|28116,75,0,0,75,0.0027249953770604263,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28128,28128,Prevotella corporis,Prevotella corporis,species,7.77098,fraction_reads,7.77098,28128,1||976|200643|171549|171552|838|28128,215321,0,0,215321,7.813979548054991,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28901,28901,Salmonella enterica,Salmonella enterica,species,0.01592,fraction_reads,0.01592,28901,1||1224|1236|91347|543|590|28901,441,0,0,441,0.016008090923543168,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,33035,33035,Blautia producta,Blautia producta,species,4e-05,fraction_reads,4e-05,33035,1||1239|186801|3085636|186803|572511|33035,1,0,0,1,4.022133397875168e-05,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,42374,42374,Candida dubliniensis,Candida dubliniensis,species,0.00011,fraction_reads,0.00011,42374,1||4890|3239874|2916678|766764|5475|42374,3,0,0,3,0.00011060866844156712,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,76859,76859,Fusobacterium animalis,Fusobacterium animalis,species,0.02079,fraction_reads,0.02079,76859,1||32066|203490|203491|203492|848|76859,576,0,0,576,0.02090503833545618,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,107400,107400,Methylobacterium fujisawaense,Methylobacterium fujisawaense,species,7e-05,fraction_reads,7e-05,107400,1||1224|28211|356|119045|407|107400,2,0,0,2,7.038733446281542e-05,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,197614,197614,Streptococcus pasteurianus,Streptococcus pasteurianus,species,0.00011,fraction_reads,0.00011,197614,1||1239|91061|186826|1300|1301|197614,3,0,0,3,0.00011060866844156712,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,239935,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,2.03076,fraction_reads,2.03076,239935,1||74201|203494|48461|1647988|239934|239935,56269,0,0,56269,2.0419969047672435,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,301301,301301,Roseburia hominis,Roseburia hominis,species,5.79418,fraction_reads,5.79418,301301,1||1239|186801|3085636|186803|841|301301,160547,0,0,160547,5.826241222825084,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,423477,423477,Veillonella rogosae,Veillonella rogosae,species,16.72627,fraction_reads,16.72627,423477,1||1239|909932|1843489|31977|29465|423477,463457,0,0,463457,16.81882229721937,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,544580,544580,Actinomyces oris,Actinomyces oris,species,0.00025,fraction_reads,0.00025,544580,1||201174|1760|2037|2049|1654|544580,7,0,0,7,0.00025138333736719797,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2857061,2857061,Escherichia sp. TC-EC600-tetX4,Escherichia sp. TC-EC600-tetX4,species,4e-05,fraction_reads,4e-05,2857061,1||1224|1236|91347|543|561|2857061,1,0,0,1,4.022133397875168e-05,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,3141185,3141185,Faecalibacterium sp. i25-0019-C1,Faecalibacterium sp. i25-0019-C1,species,7e-05,fraction_reads,7e-05,3141185,1||1239|186801|186802|216572|216851|3141185,2,0,0,2,7.038733446281542e-05,0.9944970999999999
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,407,407,Methylobacterium,Methylobacterium,genus,7e-05,fraction_reads,7e-05,407,1||1224|28211|356|119045|407,0,0,2,2,7.038734154049734e-05,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,561,561,Escherichia,Escherichia,genus,16.57848,fraction_reads,16.57848,561,1||1224|1236|91347|543|561,0,0,459362,459362,16.67021619974721,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,570,570,Klebsiella,Klebsiella,genus,0.00014,fraction_reads,0.00014,570,1||1224|1236|91347|543|570,0,0,4,4,0.00014077468308099469,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,590,590,Salmonella,Salmonella,genus,0.01592,fraction_reads,0.01592,590,1||1224|1236|91347|543|590,0,0,441,441,0.016008092533210255,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,620,620,Shigella,Shigella,genus,0.00058,fraction_reads,0.00058,620,1||1224|1236|91347|543|620,0,0,16,16,0.0005832094013355495,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,816,816,Bacteroides,Bacteroides,genus,19.64936,fraction_reads,19.64936,816,1||976|200643|171549|815|816,0,0,544451,544451,19.758088762459817,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,838,838,Prevotella,Prevotella,genus,7.77098,fraction_reads,7.77098,838,1||976|200643|171549|171552|838,0,0,215321,215321,7.813980333776772,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,841,841,Roseburia,Roseburia,genus,5.79418,fraction_reads,5.79418,841,1||1239|186801|3085636|186803|841,0,0,160547,160547,5.826241808673128,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,848,848,Fusobacterium,Fusobacterium,genus,5.22915,fraction_reads,5.22915,848,1||32066|203490|203491|203492|848,0,0,144891,144891,5.258085243092738,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1279,1279,Staphylococcus,Staphylococcus,genus,4e-05,fraction_reads,4e-05,1279,1||1239|91061|1385|90964|1279,0,0,1,1,4.0221338023141345e-05,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1301,1301,Streptococcus,Streptococcus,genus,0.00011,fraction_reads,0.00011,1301,1||1239|91061|186826|1300|1301,0,0,3,3,0.0001106086795636387,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1350,1350,Enterococcus,Enterococcus,genus,0.00198,fraction_reads,0.00198,1350,1||1239|91061|186826|81852|1350,0,0,55,55,0.0019909562321454967,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1485,1485,Clostridium,Clostridium,genus,7e-05,fraction_reads,7e-05,1485,1||1239|186801|186802|31979|1485,0,0,2,2,7.038734154049734e-05,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1654,1654,Actinomyces,Actinomyces,genus,0.00025,fraction_reads,0.00025,1654,1||201174|1760|2037|2049|1654,0,0,7,7,0.00025138336264463344,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1678,1678,Bifidobacterium,Bifidobacterium,genus,2.05003,fraction_reads,2.05003,1678,1||201174|1760|85004|31953|1678,0,0,56803,56803,2.0613737396895115,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2172,2172,Methanobrevibacter,Methanobrevibacter,genus,0.05551,fraction_reads,0.05551,2172,1||28890|183925|2158|2159|2172,0,0,1538,1538,0.05581716184161439,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,4930,4930,Saccharomyces,Saccharomyces,genus,0.19857,fraction_reads,0.19857,4930,1||4890|4891|4892|4893|4930,0,0,5502,5502,0.1996687772813794,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,5475,5475,Candida,Candida,genus,0.00011,fraction_reads,0.00011,5475,1||4890|3239874|2916678|766764|5475,0,0,3,3,0.0001106086795636387,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,29465,29465,Veillonella,Veillonella,genus,16.72627,fraction_reads,16.72627,29465,1||1239|909932|1843489|31977|29465,0,0,463457,463457,16.81882398840821,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,216851,216851,Faecalibacterium,Faecalibacterium,genus,19.5953,fraction_reads,19.5953,216851,1||1239|186801|186802|216572|216851,0,0,542953,542953,19.703729624121543,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,239934,239934,Akkermansia,Akkermansia,genus,2.03076,fraction_reads,2.03076,239934,1||74201|203494|48461|1647988|239934,0,0,56269,56269,2.041997110096863,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,572511,572511,Blautia,Blautia,genus,4e-05,fraction_reads,4e-05,572511,1||1239|186801|3085636|186803|572511,0,0,1,1,4.0221338023141345e-05,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1870884,1870884,Clostridioides,Clostridioides,genus,2.70067,fraction_reads,2.70067,1870884,1||1239|186801|3082720|186804|1870884,0,0,74831,74831,2.7156140239739286,0.9944970000000001
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2742598,2742598,Limosilactobacillus,Limosilactobacillus,genus,1.05113,fraction_reads,1.05113,2742598,1||1239|91061|186826|33958|2742598,0,0,29125,29125,1.0569463759066138,0.9944970000000001
