taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	sample_id	sample_id_core	assay	tool	db_mode	tool_db
69	69	Lysobacter_enzymogenes	Lysobacter enzymogenes	species	0.0	abund	0.0	12153214	17	17	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
72	72	Simonsiella_muelleri	Simonsiella muelleri	species	0.0	abund	0.0	2476128	4	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
87	87	Hyphomonas_sp.	Hyphomonas_sp.	species	0.0	abund	0.0	3829003	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
94	94	Stella_humosa	Stella humosa	species	0.0	abund	0.0	5832650	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
104	104	Cyclobacterium_marinum	Cyclobacterium marinum	species	0.0	abund	0.0	6221273	43	43	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
106	106	Runella_slithyformis	Runella slithyformis	species	0.0	abund	0.0	6707020	42	42	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
114	114	Gemmata_obscuriglobus	Gemmata obscuriglobus	species	0.0	abund	0.0	9015887	6	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
119	119	Rubinisphaera_brasiliensis	Rubinisphaera brasiliensis	species	0.0	abund	0.0	6006602	4	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
122	122	Gimesia_maris	Gimesia maris	species	0.0	abund	0.0	7818248	10	8	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
128	128	Isosphaera_pallida	Isosphaera pallida	species	0.0	abund	0.0	5472964	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
134	134	Methylocystis_parvus	Methylocystis parvus	species	0.0	abund	0.0	4529080	13	13	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
139	139	Borreliella_burgdorferi	Borreliella burgdorferi	species	0.0	abund	0.0	2275119	1	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
140	140	Borrelia_hermsii	Borrelia hermsii	species	0.0	abund	0.0	1274857	10	9	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
141	141	Borrelia_parkeri	Borrelia parkeri	species	0.0	abund	0.0	1190001	2	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
142	142	Borrelia_turicatae	Borrelia turicatae	species	0.0	abund	0.0	1588872	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
143	143	Borrelia_anserina	Borrelia anserina	species	0.0	abund	0.0	1036215	1	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
144	144	Borrelia_coriaceae	Borrelia coriaceae	species	0.0	abund	0.0	1758903	5	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
154	154	Spirochaeta_thermophila	Spirochaeta thermophila	species	0.0	abund	0.0	2516433	16	15	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
158	158	Treponema_denticola	Treponema denticola	species	0.0	abund	0.0	3525830	41	32	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
159	159	Brachyspira_hyodysenteriae	Brachyspira hyodysenteriae	species	0.0	abund	0.0	6092864	46	9	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
160	160	Treponema_pallidum	Treponema pallidum	species	0.0	abund	0.0	2746007	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
162	162	Treponema_phagedenis	Treponema phagedenis	species	0.0	abund	0.0	20395031	25	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
163	163	Treponema_bryantii	Treponema bryantii	species	0.0	abund	0.0	3516600	3	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
165	165	Treponema_saccharophilum	Treponema saccharophilum	species	0.0	abund	0.0	3459320	5	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
167	167	Treponema_succinifaciens	Treponema succinifaciens	species	0.00011	abund	1.1e-06	2897425	37	37	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
172	172	Leptospira_biflexa	Leptospira biflexa	species	0.0	abund	0.0	3601827	15	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
173	173	Leptospira_interrogans	Leptospira interrogans	species	0.0	abund	0.0	7255679	17	11	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
174	174	Leptospira_borgpetersenii	Leptospira borgpetersenii	species	0.0	abund	0.0	9467496	9	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
192	192	Azospirillum_brasilense	Azospirillum brasilense	species	0.0	abund	0.0	14541328	14	8	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
193	193	Azospirillum_lipoferum	Azospirillum lipoferum	species	0.0	abund	0.0	4114855	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
195	195	Campylobacter_coli	Campylobacter coli	species	0.0	abund	0.0	3857307	28	9	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
196	196	Campylobacter_fetus	Campylobacter fetus	species	0.0	abund	0.0	3154040	8	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
197	197	Campylobacter_jejuni	Campylobacter jejuni	species	0.0	abund	0.0	3703759	20	10	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
198	198	Campylobacter_hyointestinalis	Campylobacter hyointestinalis	species	0.0	abund	0.0	1753349	10	10	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
199	199	Campylobacter_concisus	Campylobacter concisus	species	0.0	abund	0.0	5760548	21	8	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
200	200	Campylobacter_curvus	Campylobacter curvus	species	0.0	abund	0.0	1973094	25	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
201	201	Campylobacter_lari	Campylobacter lari	species	0.0	abund	0.0	4537651	37	18	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
202	202	Campylobacter_mucosalis	Campylobacter mucosalis	species	0.0	abund	0.0	1816742	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
203	203	Campylobacter_rectus	Campylobacter rectus	species	0.0	abund	0.0	2571801	11	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
204	204	Campylobacter_showae	Campylobacter showae	species	0.0	abund	0.0	2160580	8	8	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
206	206	Campylobacter_sputorum	Campylobacter sputorum	species	0.0	abund	0.0	1728969	15	10	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
210	210	Helicobacter_pylori	Helicobacter pylori	species	0.0	abund	0.0	2594084	76	35	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
212	212	Helicobacter_acinonychis	Helicobacter acinonychis	species	0.0	abund	0.0	1553667	2	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
213	213	Helicobacter_cinaedi	Helicobacter cinaedi	species	0.0	abund	0.0	2909592	3	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
214	214	Helicobacter_felis	Helicobacter felis	species	0.0	abund	0.0	1672680	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
217	217	Helicobacter_mustelae	Helicobacter mustelae	species	0.0	abund	0.0	1577352	4	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
227	227	Pseudoalteromonas_carrageenovora	Pseudoalteromonas carrageenovora	species	0.0	abund	0.0	4591268	11	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
235	235	Brucella_abortus	Brucella abortus	species	0.0	abund	0.0	18366456	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
238	238	Elizabethkingia_meningoseptica	Elizabethkingia meningoseptica	species	0.0	abund	0.0	4076155	7	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
239	239	Flavobacterium_sp.	Flavobacterium_sp.	species	0.00015000000000000001	abund	1.5e-06	2753135	6	6	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
246	246	Chryseobacterium_balustinum	Chryseobacterium balustinum	species	0.0	abund	0.0	4974086	12	12	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
247	247	Empedobacter_brevis	Empedobacter brevis	species	0.0	abund	0.0	3794924	6	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
250	250	Chryseobacterium_gleum	Chryseobacterium gleum	species	0.0	abund	0.0	5643221	13	12	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
253	253	Chryseobacterium_indologenes	Chryseobacterium indologenes	species	0.0	abund	0.0	5314748	139	109	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
254	254	Chryseobacterium_indoltheticum	Chryseobacterium indoltheticum	species	0.0	abund	0.0	8445673	16	15	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
256	256	Myroides_odoratus	Myroides odoratus	species	0.0	abund	0.0	6353369	18	13	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
258	258	Sphingobacterium_spiritivorum	Sphingobacterium spiritivorum	species	0.0	abund	0.0	15548842	103	12	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
259	259	Sphingobacterium_thalpophilum	Sphingobacterium thalpophilum	species	0.0	abund	0.0	5962893	62	58	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
263	263	Francisella_tularensis	Francisella tularensis	species	0.0	abund	0.0	2202058	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
266	266	Paracoccus_denitrificans	Paracoccus denitrificans	species	0.0	abund	0.0	5239260	4	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
274	274	Thermus_thermophilus	Thermus thermophilus	species	0.0	abund	0.0	4049636	8	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
277	277	Meiothermus_ruber	Meiothermus ruber	species	0.0	abund	0.0	3098781	13	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
280	280	Xanthobacter_autotrophicus	Xanthobacter autotrophicus	species	0.0	abund	0.0	5194297	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
285	285	Comamonas_testosteroni	Comamonas testosteroni	species	0.0	abund	0.0	6073415	64	63	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
287	287	Pseudomonas_aeruginosa	Pseudomonas aeruginosa	species	0.00011	abund	1.1e-06	20861276	502	321	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
290	290	[Pseudomonas]_carboxydohydrogena	[Pseudomonas]_carboxydohydrogena	species	0.0	abund	0.0	3271440	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
292	292	Burkholderia_cepacia	Burkholderia cepacia	species	0.0	abund	0.0	8014556	21	16	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
293	293	Brevundimonas_diminuta	Brevundimonas diminuta	species	0.0	abund	0.0	3720040	4	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
294	294	Pseudomonas_fluorescens	Pseudomonas fluorescens	species	0.0	abund	0.0	7768992	35	34	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
296	296	Pseudomonas_fragi	Pseudomonas fragi	species	0.0	abund	0.0	5392969	50	6	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
297	297	Hydrogenophilus_thermoluteolus	Hydrogenophilus thermoluteolus	species	0.0	abund	0.0	2288780	15	15	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
298	298	Pseudomonas_marginalis	Pseudomonas marginalis	species	0.0	abund	0.0	7581541	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
300	300	Ectopseudomonas_mendocina	Ectopseudomonas mendocina	species	0.0	abund	0.0	5526791	6	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
301	301	Ectopseudomonas_oleovorans	Ectopseudomonas oleovorans	species	0.0	abund	0.0	4681746	2	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
303	303	Pseudomonas_putida	Pseudomonas putida	species	0.0	abund	0.0	8263216	38	33	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
305	305	Ralstonia_solanacearum	Ralstonia solanacearum	species	0.0	abund	0.0	9834249	44	31	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
316	316	Stutzerimonas_stutzeri	Stutzerimonas stutzeri	species	0.0	abund	0.0	4726700	43	33	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
317	317	Pseudomonas_syringae	Pseudomonas syringae	species	0.0	abund	0.0	6594800	19	12	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
329	329	Ralstonia_pickettii	Ralstonia pickettii	species	0.0	abund	0.0	5356255	3	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
337	337	Burkholderia_glumae	Burkholderia glumae	species	0.0	abund	0.0	59646776	15	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
339	339	Xanthomonas_campestris	Xanthomonas campestris	species	0.0	abund	0.0	5786401	16	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
343	343	Xanthomonas_translucens	Xanthomonas translucens	species	0.0	abund	0.0	12060323	3	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
346	346	Xanthomonas_citri	Xanthomonas citri	species	0.0	abund	0.0	8156068	13	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
347	347	Xanthomonas_oryzae	Xanthomonas oryzae	species	0.0	abund	0.0	9127922	4	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
353	353	Azotobacter_chroococcum	Azotobacter chroococcum	species	0.0	abund	0.0	5134005	3	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
354	354	Azotobacter_vinelandii	Azotobacter vinelandii	species	0.0	abund	0.0	8108706	3	0	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
358	358	Agrobacterium_tumefaciens	Agrobacterium tumefaciens	species	0.0	abund	0.0	21475300	51	40	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
359	359	Rhizobium_rhizogenes	Rhizobium rhizogenes	species	0.0	abund	0.0	5558252	16	9	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
373	373	Agrobacterium_vitis	Agrobacterium vitis	species	0.0	abund	0.0	17676826	9	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
375	375	Bradyrhizobium_japonicum	Bradyrhizobium japonicum	species	0.0	abund	0.0	16312808	6	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
376	376	Bradyrhizobium_sp.	Bradyrhizobium_sp.	species	0.0	abund	0.0	9009701	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
380	380	Sinorhizobium_fredii	Sinorhizobium fredii	species	0.0	abund	0.0	6778698	6	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
381	381	Mesorhizobium_loti	Mesorhizobium loti	species	0.0	abund	0.0	7038758	3	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
382	382	Sinorhizobium_meliloti	Sinorhizobium meliloti	species	0.0	abund	0.0	12502250	75	9	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
384	384	Rhizobium_leguminosarum	Rhizobium leguminosarum	species	0.0	abund	0.0	7307854	23	18	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
396	396	Rhizobium_phaseoli	Rhizobium phaseoli	species	0.0	abund	0.0	47253275	8	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
398	398	Rhizobium_tropici	Rhizobium tropici	species	0.0	abund	0.0	6686331	2	2	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
399	399	Neorhizobium_galegae	Neorhizobium galegae	species	0.0	abund	0.0	6305799	14	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
405	405	Methylobacillus_flagellatus	Methylobacillus flagellatus	species	0.0	abund	0.0	2971517	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
408	408	Methylorubrum_extorquens	Methylorubrum extorquens	species	0.0	abund	0.0	7232665	17	15	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
410	410	Methylobacterium_organophilum	Methylobacterium organophilum	species	0.0	abund	0.0	5319780	5	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
414	414	Methylococcus_capsulatus	Methylococcus capsulatus	species	0.0	abund	0.0	6650253	10	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
421	421	Methylomonas_methanica	Methylomonas methanica	species	0.0	abund	0.0	5051681	4	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
426	426	Methylosinus_trichosporium	Methylosinus trichosporium	species	0.0	abund	0.0	5183433	3	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
435	435	Acetobacter_aceti	Acetobacter aceti	species	0.0	abund	0.0	3830509	4	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
436	436	Novacetimonas_hansenii	Novacetimonas hansenii	species	0.0	abund	0.0	3564893	5	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
438	438	Acetobacter_pasteurianus	Acetobacter pasteurianus	species	0.0	abund	0.0	3088484	1	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
442	442	Gluconobacter_oxydans	Gluconobacter oxydans	species	0.0	abund	0.0	2932511	4	3	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
446	446	Legionella_pneumophila	Legionella pneumophila	species	0.0	abund	0.0	14162412	5	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
450	450	Legionella_longbeachae	Legionella longbeachae	species	0.0	abund	0.0	6189558	13	5	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
451	451	Legionella_micdadei	Legionella micdadei	species	0.0	abund	0.0	6526930	11	4	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
452	452	Legionella_spiritensis	Legionella spiritensis	species	0.0	abund	0.0	3407665	7	1	species	DYN_0004_D10_Qiagen_report	DYN_0004_D10	ont_qiagen	Centrifuger	unified	Centrifuger_unified
