taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
371601	371601	                      Bacteroides xylanisolvens	Bacteroides xylanisolvens	species	0.25	abund	0.25	5571	4537	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
674529	674529	                      Bacteroides faecis	Bacteroides faecis	species	0.18	abund	0.18	4025	4025	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2650157	2650157	                      Bacteroides zhangwenhongii	Bacteroides zhangwenhongii	species	0.07	abund	0.07	1586	1586	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
291645	291645	                      Bacteroides nordii	Bacteroides nordii	species	0.07	abund	0.07	1544	1544	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
46506	46506	                      Bacteroides stercoris	Bacteroides stercoris	species	0.07	abund	0.07	1534	228	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1796613	1796613	                      Bacteroides caecimuris	Bacteroides caecimuris	species	0.04	abund	0.04	899	899	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2763023	2763023	                      Bacteroides hominis	Bacteroides hominis	species	0.04	abund	0.04	793	793	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28111	28111	                      Bacteroides eggerthii	Bacteroides eggerthii	species	0.03	abund	0.03	692	692	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2715212	2715212	                      Bacteroides faecium	Bacteroides faecium	species	0.03	abund	0.03	571	571	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
290053	290053	                      Bacteroides helcogenes	Bacteroides helcogenes	species	0.02	abund	0.02	390	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
338188	338188	                      Bacteroides finegoldii	Bacteroides finegoldii	species	0.02	abund	0.02	367	367	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2792859	2792859	                      Bacteroides humanifaecis	Bacteroides humanifaecis	species	0.01	abund	0.01	240	240	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2763021	2763021	                      Bacteroides difficilis	Bacteroides difficilis	species	0.01	abund	0.01	233	233	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28119	28119	                      Bacteroides zoogleoformans	Bacteroides zoogleoformans	species	0.01	abund	0.01	199	199	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2650158	2650158	                      Bacteroides luhongzhouii	Bacteroides luhongzhouii	species	0.01	abund	0.01	152	152	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
310300	310300	                      Bacteroides pyogenes	Bacteroides pyogenes	species	0.0	abund	0.0	69	69	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
477666	477666	                      Bacteroides graminisolvens	Bacteroides graminisolvens	species	0.0	abund	0.0	29	29	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
162156	162156	                        uncultured Bacteroides sp.	uncultured Bacteroides sp.	species	0.0	abund	0.0	25	25	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28113	28113	                      Bacteroides heparinolyticus	Bacteroides heparinolyticus	species	0.0	abund	0.0	18	18	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2136147	2136147	                      Bacteroides sedimenti	Bacteroides sedimenti	species	0.0	abund	0.0	6	6	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
357276	357276	                      Phocaeicola dorei	Phocaeicola dorei	species	5.09	abund	5.09	114031	93379	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
821	821	                      Phocaeicola vulgatus	Phocaeicola vulgatus	species	1.01	abund	1.01	22674	22560	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
387090	387090	                      Phocaeicola coprophilus	Phocaeicola coprophilus	species	0.02	abund	0.02	488	488	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
376805	376805	                      Phocaeicola salanitronis	Phocaeicola salanitronis	species	0.01	abund	0.01	333	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
328813	328813	                      Alistipes onderdonkii	Alistipes onderdonkii	species	1.32	abund	1.32	29491	377	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28117	28117	                      Alistipes putredinis	Alistipes putredinis	species	1.01	abund	1.01	22526	22526	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
214856	214856	                      Alistipes finegoldii	Alistipes finegoldii	species	0.86	abund	0.86	19287	1556	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2585118	2585118	                      Alistipes communis	Alistipes communis	species	0.76	abund	0.76	16994	16994	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
626932	626932	                      Alistipes indistinctus	Alistipes indistinctus	species	0.09	abund	0.09	1960	527	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2585119	2585119	                      Alistipes dispar	Alistipes dispar	species	0.07	abund	0.07	1593	1593	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
3132707	3132707	                        Alistipes sp. i18-0019-D1	Alistipes sp. i18-0019-D1	species	0.06	abund	0.06	1367	1367	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2662363	2662363	                        Alistipes sp. dk3624	Alistipes sp. dk3624	species	0.0	abund	0.0	31	31	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
328814	328814	                      Alistipes shahii	Alistipes shahii	species	0.05	abund	0.05	1116	204	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1288121	1288121	                      Alistipes senegalensis	Alistipes senegalensis	species	0.04	abund	0.04	905	897	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
538949	538949	                        uncultured Alistipes sp.	uncultured Alistipes sp.	species	0.02	abund	0.02	527	527	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1470347	1470347	                      Alistipes ihumii	Alistipes ihumii	species	0.02	abund	0.02	337	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2364787	2364787	                      Alistipes megaguti	Alistipes megaguti	species	0.0	abund	0.0	102	102	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1760811	1760811	                        uncultured Acetobacteroides sp.	uncultured Acetobacteroides sp.	species	0.0	abund	0.0	10	10	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
46503	46503	                      Parabacteroides merdae	Parabacteroides merdae	species	2.13	abund	2.13	47603	47217	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
823	823	                      Parabacteroides distasonis	Parabacteroides distasonis	species	1.56	abund	1.56	34888	32840	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
328812	328812	                      Parabacteroides goldsteinii	Parabacteroides goldsteinii	species	0.07	abund	0.07	1592	1592	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2951805	2951805	                      Parabacteroides absconsus	Parabacteroides absconsus	species	0.04	abund	0.04	802	802	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
387661	387661	                      Parabacteroides johnsonii	Parabacteroides johnsonii	species	0.02	abund	0.02	354	354	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2685834	2685834	                      Parabacteroides chongii	Parabacteroides chongii	species	0.01	abund	0.01	242	242	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1217282	1217282	                      Parabacteroides faecis	Parabacteroides faecis	species	0.01	abund	0.01	179	179	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2025876	2025876	                        Parabacteroides sp. CT06	Parabacteroides sp. CT06	species	0.0	abund	0.0	2	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28112	28112	                      Tannerella forsythia	Tannerella forsythia	species	0.0	abund	0.0	17	17	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
712710	712710	                      Tannerella serpentiformis	Tannerella serpentiformis	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28118	28118	                      Odoribacter splanchnicus	Odoribacter splanchnicus	species	0.24	abund	0.24	5291	3564	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
544645	544645	                      Butyricimonas virosa	Butyricimonas virosa	species	0.05	abund	0.05	1095	1095	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2093856	2093856	                      Butyricimonas faecalis	Butyricimonas faecalis	species	0.03	abund	0.03	648	648	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1472417	1472417	                      Butyricimonas paravirosa	Butyricimonas paravirosa	species	0.02	abund	0.02	452	452	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1472416	1472416	                      Butyricimonas faecihominis	Butyricimonas faecihominis	species	0.02	abund	0.02	369	369	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
52227	52227	                      Prevotella dentalis	Prevotella dentalis	species	0.03	abund	0.03	781	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
712471	712471	                        Prevotella sp. oral taxon 475	Prevotella sp. oral taxon 475	species	0.0	abund	0.0	108	108	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2691580	2691580	                        Prevotella sp. Rep29	Prevotella sp. Rep29	species	0.0	abund	0.0	102	102	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2913616	2913616	                        Prevotella sp. E13-17	Prevotella sp. E13-17	species	0.0	abund	0.0	46	46	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2937774	2937774	                        Prevotella sp. E15-22	Prevotella sp. E15-22	species	0.0	abund	0.0	23	23	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2913621	2913621	                        Prevotella sp. E9-3	Prevotella sp. E9-3	species	0.0	abund	0.0	12	12	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2913620	2913620	                        Prevotella sp. E2-28	Prevotella sp. E2-28	species	0.0	abund	0.0	8	8	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
652716	652716	                        Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 299	species	0.0	abund	0.0	3	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28128	28128	                      Prevotella corporis	Prevotella corporis	species	0.01	abund	0.01	264	264	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28129	28129	                      Prevotella denticola	Prevotella denticola	species	0.01	abund	0.01	139	139	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28131	28131	                      Prevotella intermedia	Prevotella intermedia	species	0.01	abund	0.01	112	105	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
282402	282402	                      Prevotella multiformis	Prevotella multiformis	species	0.01	abund	0.01	112	112	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28133	28133	                      Prevotella nigrescens	Prevotella nigrescens	species	0.0	abund	0.0	75	4	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2913614	2913614	                      Prevotella communis	Prevotella communis	species	0.0	abund	0.0	64	64	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28132	28132	                      Prevotella melaninogenica	Prevotella melaninogenica	species	0.0	abund	0.0	33	33	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
589436	589436	                      Prevotella fusca	Prevotella fusca	species	0.0	abund	0.0	25	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1177574	1177574	                      Prevotella jejuni	Prevotella jejuni	species	0.0	abund	0.0	24	24	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
470565	470565	                      Prevotella histicola	Prevotella histicola	species	0.0	abund	0.0	22	22	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28125	28125	                      Prevotella bivia	Prevotella bivia	species	0.0	abund	0.0	17	17	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28137	28137	                      Prevotella veroralis	Prevotella veroralis	species	0.0	abund	0.0	17	17	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2801997	2801997	                      Prevotella herbatica	Prevotella herbatica	species	0.0	abund	0.0	7	7	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
589437	589437	                      Prevotella scopos	Prevotella scopos	species	0.0	abund	0.0	1	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
165179	165179	                      Segatella copri	Segatella copri	species	0.03	abund	0.03	649	475	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2518605	2518605	                      Segatella hominis	Segatella hominis	species	0.01	abund	0.01	296	296	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
305719	305719	                      Segatella baroniae	Segatella baroniae	species	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28135	28135	                      Segatella oris	Segatella oris	species	0.0	abund	0.0	10	10	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
77095	77095	                      Segatella bryantii	Segatella bryantii	species	0.0	abund	0.0	9	9	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
454155	454155	                      Paraprevotella xylaniphila	Paraprevotella xylaniphila	species	0.03	abund	0.03	634	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
454154	454154	                      Paraprevotella clara	Paraprevotella clara	species	0.0	abund	0.0	15	15	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
76123	76123	                      Hoylesella enoeca	Hoylesella enoeca	species	0.0	abund	0.0	65	65	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28127	28127	                      Hoylesella buccalis	Hoylesella buccalis	species	0.0	abund	0.0	44	44	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
839	839	                      Xylanibacter ruminicola	Xylanibacter ruminicola	species	0.0	abund	0.0	105	16	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2133944	2133944	                      Pseudoprevotella muciniphila	Pseudoprevotella muciniphila	species	0.0	abund	0.0	19	19	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
487174	487174	                      Barnesiella intestinihominis	Barnesiella intestinihominis	species	0.13	abund	0.13	2877	2877	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
397865	397865	                      Barnesiella viscericola	Barnesiella viscericola	species	0.02	abund	0.02	465	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1965590	1965590	                        Barnesiella sp. An22	Barnesiella sp. An22	species	0.0	abund	0.0	63	63	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1099853	1099853	                      Coprobacter fastidiosus	Coprobacter fastidiosus	species	0.0	abund	0.0	62	62	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1501392	1501392	                      Coprobacter secundus	Coprobacter secundus	species	0.0	abund	0.0	37	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
28123	28123	                      Porphyromonas asaccharolytica	Porphyromonas asaccharolytica	species	0.03	abund	0.03	731	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
837	837	                      Porphyromonas gingivalis	Porphyromonas gingivalis	species	0.0	abund	0.0	104	103	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
322095	322095	                      Porphyromonas somerae	Porphyromonas somerae	species	0.0	abund	0.0	55	55	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
36874	36874	                      Porphyromonas cangingivalis	Porphyromonas cangingivalis	species	0.0	abund	0.0	6	6	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
867595	867595	                      Porphyromonas pogonae	Porphyromonas pogonae	species	0.0	abund	0.0	3	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2606626	2606626	                      Sodaliphilus pleomorphus	Sodaliphilus pleomorphus	species	0.01	abund	0.01	162	162	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1796646	1796646	                      Muribaculum intestinale	Muribaculum intestinale	species	0.0	abund	0.0	18	18	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2530390	2530390	                      Muribaculum gordoncarteri	Muribaculum gordoncarteri	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2518971	2518971	                      Duncaniella dubosii	Duncaniella dubosii	species	0.0	abund	0.0	11	11	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2094151	2094151	                      Paramuribaculum intestinale	Paramuribaculum intestinale	species	0.0	abund	0.0	2	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
45254	45254	                      Dysgonomonas capnocytophagoides	Dysgonomonas capnocytophagoides	species	0.0	abund	0.0	28	28	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2714927	2714927	                        Dysgonomonas sp. HDW5B	Dysgonomonas sp. HDW5B	species	0.0	abund	0.0	3	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2714926	2714926	                        Dysgonomonas sp. HDW5A	Dysgonomonas sp. HDW5A	species	0.0	abund	0.0	1	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2023866	2023866	                        Petrimonas sp.	Petrimonas sp.	species	0.0	abund	0.0	37	37	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2829812	2829812	                      Proteiniphilum propionicum	Proteiniphilum propionicum	species	0.0	abund	0.0	20	20	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1642647	1642647	                      Proteiniphilum saccharofermentans	Proteiniphilum saccharofermentans	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
3229863	3229863	                      Limibacterium fermenti	Limibacterium fermenti	species	0.0	abund	0.0	1	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
185300	185300	                      Paludibacter propionicigenes	Paludibacter propionicigenes	species	0.0	abund	0.0	10	0	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2590900	2590900	                      Tenuifilum thalassicum	Tenuifilum thalassicum	species	0.0	abund	0.0	4	4	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2681766	2681766	                      Maribellus comscasis	Maribellus comscasis	species	0.01	abund	0.01	130	130	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1573823	1573823	                        uncultured Draconibacterium sp.	uncultured Draconibacterium sp.	species	0.0	abund	0.0	16	16	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2706887	2706887	                      Draconibacterium halophilum	Draconibacterium halophilum	species	0.0	abund	0.0	1	1	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2010828	2010828	                      Aquipluma nitroreducens	Aquipluma nitroreducens	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1639118	1639118	                      Mangrovibacterium marinum	Mangrovibacterium marinum	species	0.0	abund	0.0	4	4	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
3374599	3374599	                      Halosquirtibacter xylanolyticus	Halosquirtibacter xylanolyticus	species	0.0	abund	0.0	3	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
570161	570161	                      Marinifilum fragile	Marinifilum fragile	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2060723	2060723	                        Labilibaculum sp.	Labilibaculum sp.	species	0.0	abund	0.0	3	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1717717	1717717	                      Labilibaculum antarcticum	Labilibaculum antarcticum	species	0.0	abund	0.0	2	2	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1310418	1310418	                      Flavobacterium gyeonganense	Flavobacterium gyeonganense	species	0.0	abund	0.0	107	107	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
1355330	1355330	                      Flavobacterium faecale	Flavobacterium faecale	species	0.0	abund	0.0	92	92	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
3384157	3384157	                        Flavobacterium sp. PS2	Flavobacterium sp. PS2	species	0.0	abund	0.0	13	13	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2665645	2665645	                        Flavobacterium sp. SLB02	Flavobacterium sp. SLB02	species	0.0	abund	0.0	11	11	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
3394146	3394146	                        Flavobacterium sp. W1B	Flavobacterium sp. W1B	species	0.0	abund	0.0	9	9	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2986831	2986831	                        Flavobacterium sp. N2270	Flavobacterium sp. N2270	species	0.0	abund	0.0	9	9	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
2986838	2986838	                        Flavobacterium sp. N502540	Flavobacterium sp. N502540	species	0.0	abund	0.0	5	5	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
239	239	                        Flavobacterium sp.	Flavobacterium sp.	species	0.0	abund	0.0	3	3	DYN_0004_D10_report	DYN_0004_D10	pacbio	Kraken2	default	Kraken2_default
