taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	sample_id	sample_id_core	assay	tool	db_mode	tool_db
3374594	3374594	                    Halosquirtibacter	Halosquirtibacter	genus	0.0	abund	0.0	18	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2060722	2060722	                    Labilibaculum	Labilibaculum	genus	0.0	abund	0.0	170	1	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
866673	866673	                    Marinifilum	Marinifilum	genus	0.0	abund	0.0	58	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1193324	1193324	                    Alkalitalea	Alkalitalea	genus	0.0	abund	0.0	46	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3129724	3129724	                    Xiashengella	Xiashengella	genus	0.0	abund	0.0	27	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
237	237	                    Flavobacterium	Flavobacterium	genus	0.02	abund	0.02	4966	895	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
52959	52959	                    Polaribacter	Polaribacter	genus	0.0	abund	0.0	899	85	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
104267	104267	                    Tenacibaculum	Tenacibaculum	genus	0.0	abund	0.0	641	8	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1016	1016	                    Capnocytophaga	Capnocytophaga	genus	0.0	abund	0.0	563	134	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
286104	286104	                    Winogradskyella	Winogradskyella	genus	0.0	abund	0.0	540	18	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
252356	252356	                    Maribacter	Maribacter	genus	0.0	abund	0.0	363	11	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
527198	527198	                    Mariniflexile	Mariniflexile	genus	0.0	abund	0.0	326	2	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
292691	292691	                    Christiangramia	Christiangramia	genus	0.0	abund	0.0	291	2	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
444459	444459	                    Flagellimonas	Flagellimonas	genus	0.0	abund	0.0	279	13	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
290174	290174	                    Aquimarina	Aquimarina	genus	0.0	abund	0.0	261	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
104264	104264	                    Cellulophaga	Cellulophaga	genus	0.0	abund	0.0	256	39	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2058174	2058174	                    Antarcticibacterium	Antarcticibacterium	genus	0.0	abund	0.0	255	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
261827	261827	                    Algibacter	Algibacter	genus	0.0	abund	0.0	221	4	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
76831	76831	                    Myroides	Myroides	genus	0.0	abund	0.0	205	6	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
363408	363408	                    Nonlabens	Nonlabens	genus	0.0	abund	0.0	205	3	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
111500	111500	                    Allomuricauda	Allomuricauda	genus	0.0	abund	0.0	184	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
291183	291183	                    Lacinutrix	Lacinutrix	genus	0.0	abund	0.0	180	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
112040	112040	                    Zobellia	Zobellia	genus	0.0	abund	0.0	160	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1649495	1649495	                    Seonamhaeicola	Seonamhaeicola	genus	0.0	abund	0.0	154	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1209327	1209327	                    Flavivirga	Flavivirga	genus	0.0	abund	0.0	149	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
417127	417127	                    Zunongwangia	Zunongwangia	genus	0.0	abund	0.0	142	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
225842	225842	                    Formosa	Formosa	genus	0.0	abund	0.0	126	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1434045	1434045	                    Sinomicrobium	Sinomicrobium	genus	0.0	abund	0.0	108	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2822394	2822394	                    Patiriisocius	Patiriisocius	genus	0.0	abund	0.0	102	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
393005	393005	                    Tamlana	Tamlana	genus	0.0	abund	0.0	102	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
221065	221065	                    Kordia	Kordia	genus	0.0	abund	0.0	93	1	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
252306	252306	                    Robiginitalea	Robiginitalea	genus	0.0	abund	0.0	93	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3400365	3400365	                    Allotamlana	Allotamlana	genus	0.0	abund	0.0	92	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
358023	358023	                    Lutibacter	Lutibacter	genus	0.0	abund	0.0	88	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
178469	178469	                    Arenibacter	Arenibacter	genus	0.0	abund	0.0	86	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
153265	153265	                    Aequorivita	Aequorivita	genus	0.0	abund	0.0	82	15	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
143222	143222	                    Salegentibacter	Salegentibacter	genus	0.0	abund	0.0	72	5	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2045416	2045416	                    Oceanihabitans	Oceanihabitans	genus	0.0	abund	0.0	70	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
83612	83612	                    Psychroflexus	Psychroflexus	genus	0.0	abund	0.0	69	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
561367	561367	                    Salinimicrobium	Salinimicrobium	genus	0.0	abund	0.0	62	6	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1386924	1386924	                    Aestuariibaculum	Aestuariibaculum	genus	0.0	abund	0.0	61	8	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
326319	326319	                    Dokdonia	Dokdonia	genus	0.0	abund	0.0	58	17	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1287916	1287916	                    Euzebyella	Euzebyella	genus	0.0	abund	0.0	58	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2831916	2831916	                    Pukyongia	Pukyongia	genus	0.0	abund	0.0	58	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
244698	244698	                    Gillisia	Gillisia	genus	0.0	abund	0.0	52	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3400333	3400333	                    Thalassobellus	Thalassobellus	genus	0.0	abund	0.0	48	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
369400	369400	                    Flaviramulus	Flaviramulus	genus	0.0	abund	0.0	44	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
387658	387658	                    Marixanthomonas	Marixanthomonas	genus	0.0	abund	0.0	40	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
444051	444051	                    Mesoflavibacter	Mesoflavibacter	genus	0.0	abund	0.0	39	17	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
49277	49277	                    Psychroserpens	Psychroserpens	genus	0.0	abund	0.0	37	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1211036	1211036	                    Mangrovimonas	Mangrovimonas	genus	0.0	abund	0.0	36	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
216431	216431	                    Croceibacter	Croceibacter	genus	0.0	abund	0.0	36	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
283735	283735	                    Leeuwenhoekiella	Leeuwenhoekiella	genus	0.0	abund	0.0	35	13	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2861660	2861660	                    Pseudalgibacter	Pseudalgibacter	genus	0.0	abund	0.0	32	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
762641	762641	                    Muriicola	Muriicola	genus	0.0	abund	0.0	32	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2913017	2913017	                    Aggregatimonas	Aggregatimonas	genus	0.0	abund	0.0	31	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2700084	2700084	                    Urechidicola	Urechidicola	genus	0.0	abund	0.0	30	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
283785	283785	                    Bizionia	Bizionia	genus	0.0	abund	0.0	28	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2987594	2987594	                    Rasiella	Rasiella	genus	0.0	abund	0.0	25	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2893197	2893197	                    Aegicerativicinus	Aegicerativicinus	genus	0.0	abund	0.0	25	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2918913	2918913	                    Pontimicrobium	Pontimicrobium	genus	0.0	abund	0.0	25	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1649460	1649460	                    Hwangdonia	Hwangdonia	genus	0.0	abund	0.0	22	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2715289	2715289	                    Amniculibacterium	Amniculibacterium	genus	0.0	abund	0.0	22	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
389486	389486	                    Sediminicola	Sediminicola	genus	0.0	abund	0.0	21	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2953860	2953860	                    Candidatus Arcticimaribacter	Candidatus Arcticimaribacter	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
379068	379068	                    Galbibacter	Galbibacter	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3400368	3400368	                    Pseudotamlana	Pseudotamlana	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
379070	379070	                    Gilvibacter	Gilvibacter	genus	0.0	abund	0.0	16	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
561555	561555	                    Zhouia	Zhouia	genus	0.0	abund	0.0	16	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1204360	1204360	                    Siansivirga	Siansivirga	genus	0.0	abund	0.0	16	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2706948	2706948	                    Aureibaculum	Aureibaculum	genus	0.0	abund	0.0	15	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
336276	336276	                    Olleya	Olleya	genus	0.0	abund	0.0	14	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1935184	1935184	                    Vaginella	Vaginella	genus	0.0	abund	0.0	14	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1518147	1518147	                    Wenyingzhuangia	Wenyingzhuangia	genus	0.0	abund	0.0	14	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2049301	2049301	                    Changchengzhania	Changchengzhania	genus	0.0	abund	0.0	13	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2967089	2967089	                    Abyssalbus	Abyssalbus	genus	0.0	abund	0.0	13	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1165076	1165076	                    Imtechella	Imtechella	genus	0.0	abund	0.0	11	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2907134	2907134	                      Constantimarinum	Constantimarinum	genus	0.0	abund	0.0	9	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
343334	343334	                    Costertonia	Costertonia	genus	0.0	abund	0.0	9	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
449810	449810	                    Lutimonas	Lutimonas	genus	0.0	abund	0.0	8	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3085669	3085669	                    Paenimyroides	Paenimyroides	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
59732	59732	                      Chryseobacterium	Chryseobacterium	genus	0.01	abund	0.01	3090	344	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2782231	2782231	                      Kaistella	Kaistella	genus	0.0	abund	0.0	552	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2782229	2782229	                      Epilithonimonas	Epilithonimonas	genus	0.0	abund	0.0	150	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
308865	308865	                    Elizabethkingia	Elizabethkingia	genus	0.0	abund	0.0	571	119	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28250	28250	                    Ornithobacterium	Ornithobacterium	genus	0.0	abund	0.0	504	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
59734	59734	                    Empedobacter	Empedobacter	genus	0.0	abund	0.0	221	10	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
34084	34084	                    Riemerella	Riemerella	genus	0.0	abund	0.0	176	1	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2766734	2766734	                    Faecalibacter	Faecalibacter	genus	0.0	abund	0.0	140	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1778601	1778601	                    Apibacter	Apibacter	genus	0.0	abund	0.0	121	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1433995	1433995	                    Cruoricaptor	Cruoricaptor	genus	0.0	abund	0.0	103	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1013	1013	                    Weeksella	Weeksella	genus	0.0	abund	0.0	74	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
59735	59735	                    Bergeyella	Bergeyella	genus	0.0	abund	0.0	61	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
501783	501783	                    Cloacibacterium	Cloacibacterium	genus	0.0	abund	0.0	55	23	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3088764	3088764	                    Marnyiella	Marnyiella	genus	0.0	abund	0.0	6	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
34098	34098	                    Blattabacterium	Blattabacterium	genus	0.0	abund	0.0	272	23	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
332102	332102	                    Fluviicola	Fluviicola	genus	0.0	abund	0.0	48	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3024544	3024544	                    Paracrocinitomix	Paracrocinitomix	genus	0.0	abund	0.0	19	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2828338	2828338	                    Croceimicrobium	Croceimicrobium	genus	0.0	abund	0.0	28	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
267986	267986	                    Owenweeksia	Owenweeksia	genus	0.0	abund	0.0	12	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
336809	336809	                    Candidatus Karelsulcia	Candidatus Karelsulcia	genus	0.0	abund	0.0	12	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1940138	1940138	                    Candidatus Walczuchella	Candidatus Walczuchella	genus	0.0	abund	0.0	2	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2975260	2975260	                    Parvicella	Parvicella	genus	0.0	abund	0.0	7	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3228946	3228946	                    Sanyastnella	Sanyastnella	genus	0.0	abund	0.0	7	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1755829	1755829	                    Ichthyobacterium	Ichthyobacterium	genus	0.0	abund	0.0	4	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
89966	89966	                    Hymenobacter	Hymenobacter	genus	0.01	abund	0.01	3031	435	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
323449	323449	                    Pontibacter	Pontibacter	genus	0.0	abund	0.0	562	14	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
299566	299566	                    Adhaeribacter	Adhaeribacter	genus	0.0	abund	0.0	301	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1379908	1379908	                    Rufibacter	Rufibacter	genus	0.0	abund	0.0	82	2	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1649474	1649474	                    Nibribacter	Nibribacter	genus	0.0	abund	0.0	54	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
390846	390846	                    Echinicola	Echinicola	genus	0.0	abund	0.0	510	88	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
246875	246875	                    Algoriphagus	Algoriphagus	genus	0.0	abund	0.0	234	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
68288	68288	                    Cyclobacterium	Cyclobacterium	genus	0.0	abund	0.0	167	1	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
280472	280472	                    Aquiflexum	Aquiflexum	genus	0.0	abund	0.0	142	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
232244	232244	                    Belliella	Belliella	genus	0.0	abund	0.0	129	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1511649	1511649	                    Mongoliitalea	Mongoliitalea	genus	0.0	abund	0.0	18	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
107	107	                    Spirosoma	Spirosoma	genus	0.0	abund	0.0	869	45	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
978	978	                    Cytophaga	Cytophaga	genus	0.0	abund	0.0	105	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
455076	455076	                    Rhodocytophaga	Rhodocytophaga	genus	0.0	abund	0.0	31	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
120831	120831	                    Dyadobacter	Dyadobacter	genus	0.0	abund	0.0	430	32	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
105	105	                    Runella	Runella	genus	0.0	abund	0.0	192	7	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2674996	2674996	                    Tellurirhabdus	Tellurirhabdus	genus	0.0	abund	0.0	163	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
332157	332157	                    Larkinella	Larkinella	genus	0.0	abund	0.0	156	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
861914	861914	                    Fibrella	Fibrella	genus	0.0	abund	0.0	46	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3051458	3051458	                    Chondrinema	Chondrinema	genus	0.0	abund	0.0	167	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
59739	59739	                    Flammeovirga	Flammeovirga	genus	0.0	abund	0.0	125	5	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1649461	1649461	                    Imperialibacter	Imperialibacter	genus	0.0	abund	0.0	35	0	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
396811	396811	                    Fulvivirga	Fulvivirga	genus	0.0	abund	0.0	224	7	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
