taxid_raw	taxid	name_raw	name	rank	value	value_type	tax_abund_raw	seq_abund_raw	sample_id	sample_id_core	assay	tool	db_mode	tool_db
194	194	Campylobacter	Campylobacter	genus	0.0044	abund	0.0044	0.0017	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
286	286	Pseudomonas	Pseudomonas	genus	0.9519	abund	0.9519	1.2507	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
538	538	Eikenella	Eikenella	genus	0.0477	abund	0.0477	0.0211	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
544	544	Citrobacter	Citrobacter	genus	0.4656999999999999	abund	0.4656999999999999	0.4802	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
547	547	Enterobacter	Enterobacter	genus	7.305	abund	7.305	6.9612	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
561	561	Escherichia	Escherichia	genus	0.0844	abund	0.0844	0.0839	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
570	570	Klebsiella	Klebsiella	genus	0.8063	abund	0.8063	0.8708	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
581	581	Morganella	Morganella	genus	0.0191	abund	0.0191	0.0155	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
590	590	Salmonella	Salmonella	genus	0.051	abund	0.051	0.0494	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
816	816	Bacteroides	Bacteroides	genus	29.016199999999998	abund	29.016199999999998	32.8382	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
838	838	Prevotella	Prevotella	genus	0.0154	abund	0.0154	0.0091	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
848	848	Fusobacterium	Fusobacterium	genus	0.0815	abund	0.0815	0.0393	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1350	1350	Enterococcus	Enterococcus	genus	0.0772	abund	0.0772	0.0489	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1386	1386	Bacillus	Bacillus	genus	0.0384	abund	0.0384	0.0312	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1485	1485	Clostridium	Clostridium	genus	5.2973	abund	5.2973	4.6421	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1637	1637	Listeria	Listeria	genus	0.005	abund	0.005	0.0029	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1678	1678	Bifidobacterium	Bifidobacterium	genus	0.253	abund	0.253	0.1151	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1730	1730	Eubacterium	Eubacterium	genus	0.0106	abund	0.0106	0.0093	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
29465	29465	Veillonella	Veillonella	genus	0.1182	abund	0.1182	0.0514	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
33024	33024	Phascolarctobacterium	Phascolarctobacterium	genus	0.2617	abund	0.2617	0.1248	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
39948	39948	Dialister	Dialister	genus	0.0313	abund	0.0313	0.008	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
40544	40544	Sutterella	Sutterella	genus	0.0052	abund	0.0052	0.0031	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
84111	84111	Eggerthella	Eggerthella	genus	0.013	abund	0.013	0.0087	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
133925	133925	Olsenella	Olsenella	genus	0.0095	abund	0.0095	0.0039	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
216851	216851	Faecalibacterium	Faecalibacterium	genus	0.0497	abund	0.0497	0.0292	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
239759	239759	Alistipes	Alistipes	genus	6.4663	abund	6.4663	4.1211	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
239934	239934	Akkermansia	Akkermansia	genus	0.0486	abund	0.0486	0.0295	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
264995	264995	Anaerofustis	Anaerofustis	genus	0.0226	abund	0.0226	0.0105	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
283168	283168	Odoribacter	Odoribacter	genus	0.6012	abund	0.6012	0.5328	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
375288	375288	Parabacteroides	Parabacteroides	genus	19.1442	abund	19.1442	19.4167	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
447792	447792	Phytobacter	Phytobacter	genus	8.0607	abund	8.0607	10.0663	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
459786	459786	Oscillibacter	Oscillibacter	genus	0.2116	abund	0.2116	0.1417	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
572511	572511	Blautia	Blautia	genus	0.0098	abund	0.0098	0.0123	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
577309	577309	Paraprevotella	Paraprevotella	genus	0.2163	abund	0.2163	0.176	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
698776	698776	Cellulosilyticum	Cellulosilyticum	genus	0.0151	abund	0.0151	0.0144	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
909656	909656	Phocaeicola	Phocaeicola	genus	14.261	abund	14.261	15.2296	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
946234	946234	Flavonifractor	Flavonifractor	genus	0.1663	abund	0.1663	0.1432	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1348911	1348911	Coprobacter	Coprobacter	genus	0.6324	abund	0.6324	0.5321	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1392389	1392389	Intestinimonas	Intestinimonas	genus	0.0684	abund	0.0684	0.0439	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1505657	1505657	Intestinibacter	Intestinibacter	genus	0.0533	abund	0.0533	0.0323	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1506553	1506553	Lachnoclostridium	Lachnoclostridium	genus	0.0222	abund	0.0222	0.0237	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1623303	1623303	Brussowvirus	Brussowvirus	genus	0.0472	abund	0.0472	0.0003	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1769710	1769710	Sellimonas	Sellimonas	genus	0.0234	abund	0.0234	0.0151	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1870884	1870884	Clostridioides	Clostridioides	genus	0.0015	abund	0.0015	0.0013	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1905344	1905344	Ruthenibacterium	Ruthenibacterium	genus	0.3831	abund	0.3831	0.3415	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
1918536	1918536	Longicatena	Longicatena	genus	0.772	abund	0.772	0.4833	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2172004	2172004	Lawsonibacter	Lawsonibacter	genus	0.3851	abund	0.3851	0.2428	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2316020	2316020	Mediterraneibacter	Mediterraneibacter	genus	0.2350999999999999	abund	0.2350999999999999	0.1418	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2529408	2529408	Schaalia	Schaalia	genus	0.0039	abund	0.0039	0.0019	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2719313	2719313	Enterocloster	Enterocloster	genus	0.3409	abund	0.3409	0.4427	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2733114	2733114	Mushuvirus	Mushuvirus	genus	0.4357	abund	0.4357	0.0032	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2742598	2742598	Limosilactobacillus	Limosilactobacillus	genus	0.0082	abund	0.0082	0.0034	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2759736	2759736	Lacticaseibacillus	Lacticaseibacillus	genus	0.01	abund	0.01	0.006	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2767353	2767353	Lancefieldella	Lancefieldella	genus	0.036	abund	0.036	0.0112	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2888809	2888809	Novisyntrophococcus	Novisyntrophococcus	genus	0.018	abund	0.018	0.0124	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2892397	2892397	Pusillibacter	Pusillibacter	genus	0.0369	abund	0.0369	0.0254	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2944198	2944198	Wansuia	Wansuia	genus	0.0295	abund	0.0295	0.0235	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
2946811	2946811	Aurodevirus	Aurodevirus	genus	0.0736	abund	0.0736	0.0015	DYN_0021_D03_Qiagen.fastq	DYN_0021_D03	ont_qiagen	sylph	unified	sylph_unified
194	194	Campylobacter	Campylobacter	genus	0.0063	abund	0.0063	0.0031	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
286	286	Pseudomonas	Pseudomonas	genus	0.0103	abund	0.0103	0.0175	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
544	544	Citrobacter	Citrobacter	genus	0.1231	abund	0.1231	0.1502	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
547	547	Enterobacter	Enterobacter	genus	0.0255	abund	0.0255	0.03	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
561	561	Escherichia	Escherichia	genus	0.1055	abund	0.1055	0.1348	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
570	570	Klebsiella	Klebsiella	genus	0.1049	abund	0.1049	0.1422	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
581	581	Morganella	Morganella	genus	0.0047	abund	0.0047	0.0045	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
583	583	Proteus	Proteus	genus	0.0415	abund	0.0415	0.0392	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
590	590	Salmonella	Salmonella	genus	0.0173	abund	0.0173	0.0205	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
816	816	Bacteroides	Bacteroides	genus	47.35660000000001	abund	47.35660000000001	55.91250000000001	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
838	838	Prevotella	Prevotella	genus	0.024	abund	0.024	0.0154	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
841	841	Roseburia	Roseburia	genus	0.0281	abund	0.0281	0.0251	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
848	848	Fusobacterium	Fusobacterium	genus	0.019	abund	0.019	0.0118	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1263	1263	Ruminococcus	Ruminococcus	genus	0.0067	abund	0.0067	0.005	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1279	1279	Staphylococcus	Staphylococcus	genus	0.0084	abund	0.0084	0.0058	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1301	1301	Streptococcus	Streptococcus	genus	0.9732999999999998	abund	0.9732999999999998	0.4703999999999999	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1350	1350	Enterococcus	Enterococcus	genus	0.3604	abund	0.3604	0.2604	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1386	1386	Bacillus	Bacillus	genus	0.0131	abund	0.0131	0.0131	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1485	1485	Clostridium	Clostridium	genus	0.0808	abund	0.0808	0.0856	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1637	1637	Listeria	Listeria	genus	0.0005	abund	0.0005	0.0004	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1654	1654	Actinomyces	Actinomyces	genus	0.0028	abund	0.0028	0.0021	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1678	1678	Bifidobacterium	Bifidobacterium	genus	1.4165	abund	1.4165	0.8029	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
1730	1730	Eubacterium	Eubacterium	genus	0.3621	abund	0.3621	0.2576	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
29465	29465	Veillonella	Veillonella	genus	0.1123	abund	0.1123	0.0599	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
33042	33042	Coprococcus	Coprococcus	genus	0.2789	abund	0.2789	0.2447	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
84111	84111	Eggerthella	Eggerthella	genus	3.1317	abund	3.1317	2.7796	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
84162	84162	Cryptobacterium	Cryptobacterium	genus	0.0089	abund	0.0089	0.0036	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
123375	123375	Solobacterium	Solobacterium	genus	0.0077	abund	0.0077	0.005	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
150022	150022	Finegoldia	Finegoldia	genus	0.0061	abund	0.0061	0.0032	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
162289	162289	Peptoniphilus	Peptoniphilus	genus	0.0093	abund	0.0093	0.0039	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
165779	165779	Anaerococcus	Anaerococcus	genus	0.0408	abund	0.0408	0.0192	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
189330	189330	Dorea	Dorea	genus	1.1002999999999998	abund	1.1002999999999998	0.8046	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
191303	191303	Turicibacter	Turicibacter	genus	0.0937	abund	0.0937	0.0657	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
207244	207244	Anaerostipes	Anaerostipes	genus	0.143	abund	0.143	0.1023	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
216851	216851	Faecalibacterium	Faecalibacterium	genus	0.2303	abund	0.2303	0.1744	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
239759	239759	Alistipes	Alistipes	genus	14.886	abund	14.886	13.8431	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
239934	239934	Akkermansia	Akkermansia	genus	15.6477	abund	15.6477	11.9333	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
244127	244127	Anaerotruncus	Anaerotruncus	genus	0.0487	abund	0.0487	0.0425	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
264995	264995	Anaerofustis	Anaerofustis	genus	0.0161	abund	0.0161	0.0092	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
375288	375288	Parabacteroides	Parabacteroides	genus	0.0298	abund	0.0298	0.0364	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
447792	447792	Phytobacter	Phytobacter	genus	0.0063	abund	0.0063	0.0097	DYN_0024_D01_Qiagen.fastq	DYN_0024_D01	ont_qiagen	sylph	unified	sylph_unified
