taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
159	159	Brachyspira hyodysenteriae	Brachyspira hyodysenteriae	species	0.0	abund	0.0	3055339	153	8	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
160	160	Treponema pallidum	Treponema pallidum	species	0.0	abund	0.0	1139017	1	0	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
162	162	Treponema phagedenis	Treponema phagedenis	species	0.0	abund	0.0	17151030	299	11	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
167	167	Treponema succinifaciens	Treponema succinifaciens	species	0.016054099999999998	abund	0.000160541	2897425	231	172	0.020211684495445623	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
172	172	Leptospira biflexa	Leptospira biflexa	species	0.0	abund	0.0	3956089	24	0	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
173	173	Leptospira interrogans	Leptospira interrogans	species	0.0	abund	0.0	6128534	153	47	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
174	174	Leptospira borgpetersenii	Leptospira borgpetersenii	species	0.0	abund	0.0	4736323	93	4	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
180	180	Leptospirillum ferrooxidans	Leptospirillum ferrooxidans	species	0.0	abund	0.0	2559538	33	10	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
192	192	Azospirillum brasilense	Azospirillum brasilense	species	0.0	abund	0.0	50779208	806	241	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
193	193	Azospirillum lipoferum	Azospirillum lipoferum	species	0.0	abund	0.0	7223069	175	55	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
195	195	Campylobacter coli	Campylobacter coli	species	0.0	abund	0.0	1776238	270	121	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
196	196	Campylobacter fetus	Campylobacter fetus	species	0.0	abund	0.0	2065164	61	10	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
197	197	Campylobacter jejuni	Campylobacter jejuni	species	0.0	abund	0.0	3124996	491	93	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
198	198	Campylobacter hyointestinalis	Campylobacter hyointestinalis	species	0.0	abund	0.0	1755214	14	6	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
199	199	Campylobacter concisus	Campylobacter concisus	species	0.0	abund	0.0	2099413	78	48	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
200	200	Campylobacter curvus	Campylobacter curvus	species	0.0	abund	0.0	1971270	230	0	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
201	201	Campylobacter lari	Campylobacter lari	species	0.0	abund	0.0	1565468	256	22	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
204	204	Campylobacter showae	Campylobacter showae	species	0.0	abund	0.0	2160580	12	7	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
206	206	Campylobacter sputorum	Campylobacter sputorum	species	0.0	abund	0.0	1746988	117	17	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
210	210	Helicobacter pylori	Helicobacter pylori	species	0.0	abund	0.0	1700965	278	86	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
212	212	Helicobacter acinonychis	Helicobacter acinonychis	species	0.0	abund	0.0	1557588	8	1	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
213	213	Helicobacter cinaedi	Helicobacter cinaedi	species	0.0	abund	0.0	2170766	158	110	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
214	214	Helicobacter felis	Helicobacter felis	species	0.0	abund	0.0	1672681	17	16	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
217	217	Helicobacter mustelae	Helicobacter mustelae	species	0.0	abund	0.0	1578097	92	0	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
227	227	Pseudoalteromonas carrageenovora	Pseudoalteromonas carrageenovora	species	0.0	abund	0.0	4597803	29	19	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
228	228	Pseudoalteromonas haloplanktis	Pseudoalteromonas haloplanktis	species	0.0	abund	0.0	3850272	15	2	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
238	238	Elizabethkingia meningoseptica	Elizabethkingia meningoseptica	species	0.0	abund	0.0	15625789	200	15	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
246	246	Chryseobacterium balustinum	Chryseobacterium balustinum	species	0.0	abund	0.0	4974086	42	13	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
247	247	Empedobacter brevis	Empedobacter brevis	species	0.0	abund	0.0	7431270	109	10	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
250	250	Chryseobacterium gleum	Chryseobacterium gleum	species	0.0	abund	0.0	9292597	253	182	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
253	253	Chryseobacterium indologenes	Chryseobacterium indologenes	species	0.0	abund	0.0	35240523	476	79	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
254	254	Chryseobacterium indoltheticum	Chryseobacterium indoltheticum	species	0.0	abund	0.0	8445673	206	137	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
259	259	Sphingobacterium thalpophilum	Sphingobacterium thalpophilum	species	0.0	abund	0.0	5962893	97	79	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
263	263	Francisella tularensis	Francisella tularensis	species	0.0	abund	0.0	3018743	250	156	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
266	266	Paracoccus denitrificans	Paracoccus denitrificans	species	0.0	abund	0.0	5236194	250	3	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
271	271	Thermus aquaticus	Thermus aquaticus	species	0.0	abund	0.0	2338641	51	19	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
274	274	Thermus thermophilus	Thermus thermophilus	species	0.0	abund	0.0	2214494	131	41	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
277	277	Meiothermus ruber	Meiothermus ruber	species	0.0	abund	0.0	3097457	56	24	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
280	280	Xanthobacter autotrophicus	Xanthobacter autotrophicus	species	0.0	abund	0.0	5625098	77	45	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
285	285	Comamonas testosteroni	Comamonas testosteroni	species	0.0	abund	0.0	5856025	135	31	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
287	287	Pseudomonas aeruginosa	Pseudomonas aeruginosa	species	0.0125974	abund	0.000125974	6798896	647	142	0.015859791222362307	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
288	288	Pseudoalteromonas atlantica	Pseudoalteromonas atlantica	species	0.0	abund	0.0	5187005	36	16	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
292	292	Burkholderia cepacia	Burkholderia cepacia	species	0.0	abund	0.0	13565292	487	46	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
293	293	Brevundimonas diminuta	Brevundimonas diminuta	species	0.0	abund	0.0	3551819	75	5	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
294	294	Pseudomonas fluorescens	Pseudomonas fluorescens	species	0.0	abund	0.0	6604895	801	319	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
296	296	Pseudomonas fragi	Pseudomonas fragi	species	0.0	abund	0.0	10253943	83	47	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
297	297	Hydrogenophilus thermoluteolus	Hydrogenophilus thermoluteolus	species	0.0	abund	0.0	2288780	46	38	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
300	300	Pseudomonas mendocina	Pseudomonas mendocina	species	0.0	abund	0.0	5293211	396	107	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
301	301	Pseudomonas oleovorans	Pseudomonas oleovorans	species	0.0	abund	0.0	4686340	55	5	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
303	303	Pseudomonas putida	Pseudomonas putida	species	0.0	abund	0.0	6160317	989	254	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
305	305	Ralstonia solanacearum	Ralstonia solanacearum	species	0.0	abund	0.0	5757294	448	71	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
316	316	Pseudomonas stutzeri	Pseudomonas stutzeri	species	0.0	abund	0.0	4548207	686	184	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
317	317	Pseudomonas syringae	Pseudomonas syringae	species	0.0	abund	0.0	8747300	465	58	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
329	329	Ralstonia pickettii	Ralstonia pickettii	species	0.0	abund	0.0	5505543	170	51	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
330	330	Pseudomonas pseudoalcaligenes	Pseudomonas pseudoalcaligenes	species	0.0	abund	0.0	6242949	77	21	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
337	337	Burkholderia glumae	Burkholderia glumae	species	0.0	abund	0.0	6878727	167	8	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
339	339	Xanthomonas campestris	Xanthomonas campestris	species	0.0	abund	0.0	7099366	128	5	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
343	343	Xanthomonas translucens	Xanthomonas translucens	species	0.0	abund	0.0	11701367	165	19	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
346	346	Xanthomonas citri	Xanthomonas citri	species	0.0	abund	0.0	27676482	602	44	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
347	347	Xanthomonas oryzae	Xanthomonas oryzae	species	0.0	abund	0.0	63225372	139	32	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
353	353	Azotobacter chroococcum	Azotobacter chroococcum	species	0.0	abund	0.0	5192286	126	25	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
354	354	Azotobacter vinelandii	Azotobacter vinelandii	species	0.0	abund	0.0	5351632	114	0	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
358	358	Agrobacterium tumefaciens	Agrobacterium tumefaciens	species	0.0	abund	0.0	7273300	1170	256	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
359	359	Agrobacterium rhizogenes	Agrobacterium rhizogenes	species	0.0	abund	0.0	5482241	50	14	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
373	373	Agrobacterium vitis	Agrobacterium vitis	species	0.0	abund	0.0	6320946	61	33	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
375	375	Bradyrhizobium japonicum	Bradyrhizobium japonicum	species	0.0	abund	0.0	9207384	338	92	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
376	376	Bradyrhizobium sp.	Bradyrhizobium sp.	species	0.0	abund	0.0	7547693	137	31	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
380	380	Sinorhizobium fredii	Sinorhizobium fredii	species	0.0	abund	0.0	6924988	303	54	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
381	381	Mesorhizobium loti	Mesorhizobium loti	species	0.0	abund	0.0	7481739	233	85	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
382	382	Sinorhizobium meliloti	Sinorhizobium meliloti	species	0.0	abund	0.0	7082772	379	110	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
384	384	Rhizobium leguminosarum	Rhizobium leguminosarum	species	0.0	abund	0.0	9364981	884	275	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
396	396	Rhizobium phaseoli	Rhizobium phaseoli	species	0.0	abund	0.0	6665454	268	37	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
398	398	Rhizobium tropici	Rhizobium tropici	species	0.0	abund	0.0	6686334	69	14	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
399	399	Neorhizobium galegae	Neorhizobium galegae	species	0.0	abund	0.0	6434105	226	89	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
405	405	Methylobacillus flagellatus	Methylobacillus flagellatus	species	0.0	abund	0.0	2971517	19	9	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
408	408	Methylobacterium extorquens	Methylobacterium extorquens	species	0.0	abund	0.0	8218505	291	69	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
414	414	Methylococcus capsulatus	Methylococcus capsulatus	species	0.0	abund	0.0	3304561	62	30	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
421	421	Methylomonas methanica	Methylomonas methanica	species	0.0	abund	0.0	5051681	52	33	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
426	426	Methylosinus trichosporium	Methylosinus trichosporium	species	0.0	abund	0.0	5183433	84	39	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
435	435	Acetobacter aceti	Acetobacter aceti	species	0.0	abund	0.0	3725037	64	14	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
438	438	Acetobacter pasteurianus	Acetobacter pasteurianus	species	0.0	abund	0.0	3590557	140	28	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
442	442	Gluconobacter oxydans	Gluconobacter oxydans	species	0.0	abund	0.0	4181963	131	32	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
446	446	Legionella pneumophila	Legionella pneumophila	species	0.0	abund	0.0	12363603	222	79	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
449	449	Legionella hackeliae	Legionella hackeliae	species	0.0	abund	0.0	3570857	19	9	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
450	450	Legionella longbeachae	Legionella longbeachae	species	0.0	abund	0.0	4149158	129	21	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
451	451	Tatlockia micdadei	Tatlockia micdadei	species	0.0	abund	0.0	9836958	30	13	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
452	452	Legionella spiritensis	Legionella spiritensis	species	0.0	abund	0.0	6755735	12	5	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
454	454	Legionella israelensis	Legionella israelensis	species	0.0	abund	0.0	9344693	19	9	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
456	456	Legionella jordanis	Legionella jordanis	species	0.0	abund	0.0	3133723	27	5	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
470	470	Acinetobacter baumannii	Acinetobacter baumannii	species	0.0	abund	0.0	4233127	502	296	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
471	471	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	species	0.0	abund	0.0	8050108	34	20	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
476	476	Moraxella bovis	Moraxella bovis	species	0.0	abund	0.0	2911207	36	34	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
480	480	Moraxella catarrhalis	Moraxella catarrhalis	species	0.0	abund	0.0	1863286	133	114	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
483	483	Neisseria cinerea	Neisseria cinerea	species	0.0	abund	0.0	1832904	59	1	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
484	484	Neisseria flavescens	Neisseria flavescens	species	0.0	abund	0.0	2231882	7	4	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
485	485	Neisseria gonorrhoeae	Neisseria gonorrhoeae	species	0.0	abund	0.0	2216159	78	2	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
486	486	Neisseria lactamica	Neisseria lactamica	species	0.0	abund	0.0	2220606	74	14	0.0	0.7942979717310317	DYN_0004_D10_report	DYN_0004_D10	pacbio	Centrifuge	default	Centrifuge_default
