taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
338	338	Xanthomonas	Xanthomonas	genus	0.0	abund	0.0	7875508	7375	2989	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
352	352	Azotobacter	Azotobacter	genus	0.0	abund	0.0	5268702	954	484	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
357	357	Agrobacterium	Agrobacterium	genus	0.0	abund	0.0	5924932	4131	2323	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
374	374	Bradyrhizobium	Bradyrhizobium	genus	0.0	abund	0.0	8934883	17030	11695	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
379	379	Rhizobium	Rhizobium	genus	0.0	abund	0.0	6583353	11756	7724	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
404	404	Methylobacillus	Methylobacillus	genus	0.0	abund	0.0	2965751	92	91	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
407	407	Methylobacterium	Methylobacterium	genus	0.0	abund	0.0	6489463	6615	4936	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
413	413	Methylococcus	Methylococcus	genus	0.0	abund	0.0	3905288	1120	788	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
416	416	Methylomonas	Methylomonas	genus	0.0	abund	0.0	4861489	1676	1461	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
425	425	Methylosinus	Methylosinus	genus	0.0	abund	0.0	4797265	804	738	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
429	429	Methylobacter	Methylobacter	genus	0.0	abund	0.0	4906626	238	237	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
434	434	Acetobacter	Acetobacter	genus	0.0	abund	0.0	3355738	1142	905	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
441	441	Gluconobacter	Gluconobacter	genus	0.0	abund	0.0	3299618	519	302	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
445	445	Legionella	Legionella	genus	0.0	abund	0.0	3816103	1609	1290	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
465	465	Tatlockia	Tatlockia	genus	0.0	abund	0.0	6456263	69	23	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
469	469	Acinetobacter	Acinetobacter	genus	9.999999999999999e-06	abund	1e-07	4620169	7356	4130	genus	1.0000089000792104e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
475	475	Moraxella	Moraxella	genus	0.0	abund	0.0	5257819	864	460	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
482	482	Neisseria	Neisseria	genus	5.9999999999999995e-05	abund	6e-07	2541768	3702	2617	genus	6.0000534004752616e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
497	497	Psychrobacter	Psychrobacter	genus	0.0	abund	0.0	3161277	522	352	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
499	499	Thermomicrobium	Thermomicrobium	genus	0.0	abund	0.0	2000791	95	95	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
507	507	Alcaligenes	Alcaligenes	genus	0.0	abund	0.0	4189078	873	287	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
517	517	Bordetella	Bordetella	genus	0.0	abund	0.0	6021434	4672	2095	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
522	522	Acidiphilium	Acidiphilium	genus	0.0	abund	0.0	3482438	402	212	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
532	532	Beijerinckia	Beijerinckia	genus	0.0	abund	0.0	4343672	93	93	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
535	535	Chromobacterium	Chromobacterium	genus	0.0	abund	0.0	4946321	3535	2154	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
538	538	Eikenella	Eikenella	genus	0.0	abund	0.0	2214233	304	267	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
541	541	Zymomonas	Zymomonas	genus	0.0	abund	0.0	2078303	118	111	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
544	544	Citrobacter	Citrobacter	genus	0.05871	abund	0.0005871	6514724	7138	3242	genus	0.05871052252365044	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
547	547	Enterobacter	Enterobacter	genus	0.03399	abund	0.0003399	5591911	6439	3403	genus	0.03399030251369236	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
551	551	Erwinia	Erwinia	genus	0.0	abund	0.0	6199367	1810	816	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
561	561	Escherichia	Escherichia	genus	0.64988	abund	0.0064988	5936160	51692	14814	genus	0.6498857839834773	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
568	568	Hafnia	Hafnia	genus	0.0	abund	0.0	4735921	325	144	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
570	570	Klebsiella	Klebsiella	genus	0.011510000000000001	abund	0.0001151	6259311	6081	2761	genus	0.011510102439911712	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
579	579	Kluyvera	Kluyvera	genus	0.0	abund	0.0	6676087	414	363	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
581	581	Morganella	Morganella	genus	9.999999999999999e-06	abund	1e-07	3777898	567	299	genus	1.0000089000792104e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
583	583	Proteus	Proteus	genus	0.00045	abund	4.5e-06	4453826	1018	500	genus	0.00045000400503564464	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
586	586	Providencia	Providencia	genus	0.0	abund	0.0	6195469	1248	550	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
590	590	Salmonella	Salmonella	genus	0.00028	abund	2.8e-06	5546245	1271	754	genus	0.00028000249202217887	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
613	613	Serratia	Serratia	genus	0.0	abund	0.0	8716508	5899	2302	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
620	620	Shigella	Shigella	genus	0.00577	abund	5.77e-05	4994147	890	701	genus	0.005770051353457044	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
626	626	Xenorhabdus	Xenorhabdus	genus	0.0	abund	0.0	4219736	501	393	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
629	629	Yersinia	Yersinia	genus	0.0	abund	0.0	5857893	1383	764	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
635	635	Edwardsiella	Edwardsiella	genus	0.0	abund	0.0	3885346	987	252	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
637	637	Arsenophonus	Arsenophonus	genus	0.0	abund	0.0	5116868	213	138	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
642	642	Aeromonas	Aeromonas	genus	0.0	abund	0.0	5280590	7374	3528	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
657	657	Photobacterium	Photobacterium	genus	0.0	abund	0.0	7214277	1541	1338	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
662	662	Vibrio	Vibrio	genus	0.0	abund	0.0	5553046	9279	5789	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
702	702	Plesiomonas	Plesiomonas	genus	0.0	abund	0.0	3951529	133	88	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
713	713	Actinobacillus	Actinobacillus	genus	0.0	abund	0.0	2807210	646	351	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
724	724	Haemophilus	Haemophilus	genus	0.00047999999999999996	abund	4.8e-06	2147820	1399	705	genus	0.00048000427203802093	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
745	745	Pasteurella	Pasteurella	genus	4.9999999999999996e-05	abund	5e-07	2430136	398	282	genus	5.0000445003960516e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
768	768	Anaplasma	Anaplasma	genus	0.0	abund	0.0	1367035	107	51	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
773	773	Bartonella	Bartonella	genus	0.0	abund	0.0	3124398	2085	1544	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
776	776	Coxiella	Coxiella	genus	0.0	abund	0.0	1567833	139	56	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
780	780	Rickettsia	Rickettsia	genus	0.0	abund	0.0	1241129	336	149	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
801	801	Symbiopectobacterium	Symbiopectobacterium	genus	0.0	abund	0.0	4919616	206	206	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
810	810	Chlamydia	Chlamydia	genus	0.0	abund	0.0	1088737	339	121	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
816	816	Bacteroides	Bacteroides	genus	43.87069	abund	0.4387069	5769181	5654887	2533175	genus	43.87108045261602	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
830	830	Butyrivibrio	Butyrivibrio	genus	0.014129999999999998	abund	0.0001413	3656343	4502	4437	genus	0.014130125758119241	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
832	832	Fibrobacter	Fibrobacter	genus	0.0	abund	0.0	3810604	192	0	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
836	836	Porphyromonas	Porphyromonas	genus	0.00432	abund	4.32e-05	2306849	10069	9563	genus	0.004320038448342189	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
838	838	Prevotella	Prevotella	genus	0.01483	abund	0.0001483	3805857	15268	11276	genus	0.01483013198817469	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
841	841	Roseburia	Roseburia	genus	0.8245	abund	0.008245	3968065	104254	22934	genus	0.824507338115309	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
843	843	Wolinella	Wolinella	genus	0.0	abund	0.0	2094385	32	0	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
846	846	Oxalobacter	Oxalobacter	genus	0.1599	abund	0.001599	6215592	14234	610	genus	0.15990142312266573	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
848	848	Fusobacterium	Fusobacterium	genus	0.00014	abund	1.4e-06	2977410	4483	2987	genus	0.00014000124601108943	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
862	862	Syntrophomonas	Syntrophomonas	genus	0.0	abund	0.0	2915996	256	255	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
864	864	Pectinatus	Pectinatus	genus	0.0	abund	0.0	2817551	382	366	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
869	869	Dichelobacter	Dichelobacter	genus	0.0	abund	0.0	1366728	43	43	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
872	872	Desulfovibrio	Desulfovibrio	genus	1.3234299999999999	abund	0.0132343	3466113	1393024	1380801	genus	1.3234417786318293	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
890	890	Desulfuromonas	Desulfuromonas	genus	0.0	abund	0.0	3926452	1575	1561	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
893	893	Desulfobulbus	Desulfobulbus	genus	0.0	abund	0.0	3227056	697	696	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
896	896	Desulfococcus	Desulfococcus	genus	0.0	abund	0.0	4429519	309	0	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
898	898	Desulfomicrobium	Desulfomicrobium	genus	8.999999999999999e-05	abund	9e-07	3513733	2401	2185	genus	9.000080100712893e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
904	904	Acidaminococcus	Acidaminococcus	genus	4.9999999999999996e-05	abund	5e-07	2396004	2760	2034	genus	5.0000445003960516e-05	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
906	906	Megasphaera	Megasphaera	genus	0.004390000000000001	abund	4.39e-05	2608478	5634	4427	genus	0.004390039071347734	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
911	911	Nitrobacter	Nitrobacter	genus	0.0	abund	0.0	3887281	269	260	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
914	914	Nitrosomonas	Nitrosomonas	genus	0.0	abund	0.0	3321078	308	244	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
919	919	Thiobacillus	Thiobacillus	genus	0.0	abund	0.0	2866412	199	199	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
933	933	Thiomicrospira	Thiomicrospira	genus	0.0	abund	0.0	2311768	213	213	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
939	939	Hydrogenobacter	Hydrogenobacter	genus	0.0	abund	0.0	1732067	61	0	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
943	943	Ehrlichia	Ehrlichia	genus	0.0	abund	0.0	1193359	359	252	genus	0.0	0.9999911000000004	DYN_0004_D10_report	DYN_0004_D10	illumina	Centrifuger	default	Centrifuger_default
