tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,abundance_raw,target,lineage,num_unique,num_shared,num_children,num_cumulative,norm_abund,classified_fraction
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1496,1496,Clostridioides difficile,Clostridioides difficile,species,2.3764,abund,2.3764,1496,1||1239|186801|3082720|186804|1870884|1496,52750,0,0,52750,2.3884187620525243,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1613,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,1.84503,abund,1.84503,1613,1||1239|91061|186826|33958|2742598|1613,22682,0,0,22682,1.854361331657031,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1680,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,2.82476,abund,2.82476,1680,1||201174|1760|85004|31953|1678|1680,38662,0,0,38662,2.8390463652143954,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2173,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.09869,abund,0.09869,2173,1||28890|183925|2158|2159|2172|2173,1039,0,0,1039,0.09918912961915655,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,4932,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.05692,abund,0.05692,4932,1||4890|4891|4892|4893|4930|4932,3855,0,0,3855,0.05720787575156947,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,28116,28116,Bacteroides ovatus,Bacteroides ovatus,species,0.00111,abund,0.00111,28116,1||976|200643|171549|815|816|28116,46,0,0,46,0.0011156138806086107,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,28128,28128,Prevotella corporis,Prevotella corporis,species,8.6819,abund,8.6819,28128,1||976|200643|171549|171552|838|28128,150876,0,0,150876,8.725809144194502,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,28901,28901,Salmonella enterica,Salmonella enterica,species,0.01068,abund,0.01068,28901,1||1224|1236|91347|543|590|28901,332,0,0,332,0.01073401463504501,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,33035,33035,Blautia producta,Blautia producta,species,3e-05,abund,3e-05,33035,1||1239|186801|3085636|186803|572511|33035,1,0,0,1,3.015172650293542e-05,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,39491,39491,Agathobacter rectalis,Agathobacter rectalis,species,5e-05,abund,5e-05,39491,1||1239|186801|3085636|186803|1766253|39491,1,0,0,1,5.025287750489237e-05,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,42374,42374,Candida dubliniensis,Candida dubliniensis,species,6e-05,abund,6e-05,42374,1||4890|3239874|2916678|766764|5475|42374,5,0,0,5,6.030345300587084e-05,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,76859,76859,Fusobacterium animalis,Fusobacterium animalis,species,0.02622,abund,0.02622,76859,1||32066|203490|203491|203492|848|76859,388,0,0,388,0.026352608963565557,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,114525,114525,Saccharomyces mikatae,Saccharomyces mikatae,species,1e-05,abund,1e-05,114525,1||4890|4891|4892|4893|4930|114525,1,0,0,1,1.0050575500978473e-05,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,239935,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,2.30592,abund,2.30592,239935,1||74201|203494|48461|1647988|239934|239935,39389,0,0,39389,2.317582305921628,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,301301,301301,Roseburia hominis,Roseburia hominis,species,5.09939,abund,5.09939,301301,1||1239|186801|3085636|186803|841|301301,112789,0,0,112789,5.125180420393462,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,423477,423477,Veillonella rogosae,Veillonella rogosae,species,23.93897,abund,23.93897,423477,1||1239|909932|1843489|31977|29465|423477,320770,0,0,320770,24.060042540065865,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,544580,544580,Actinomyces oris,Actinomyces oris,species,0.00031,abund,0.00031,544580,1||201174|1760|2037|2049|1654|544580,6,0,0,6,0.0003115678405303327,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,3141185,3141185,Faecalibacterium sp. i25-0019-C1,Faecalibacterium sp. i25-0019-C1,species,0.00011,abund,0.00011,3141185,1||1239|186801|186802|216572|216851|3141185,2,0,0,2,0.00011055633051076321,0.9949679
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,561,561,Escherichia,Escherichia,genus,10.131,abund,10.131,561,1||1224|1236|91347|543|561,0,0,321260,321260,10.182239063414917,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,590,590,Salmonella,Salmonella,genus,0.01068,abund,0.01068,590,1||1224|1236|91347|543|590,0,0,332,332,0.010734015713875365,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,620,620,Shigella,Shigella,genus,0.00032,abund,0.00032,620,1||1224|1236|91347|543|620,0,0,10,10,0.00032161844835581615,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,816,816,Bacteroides,Bacteroides,genus,11.74256,abund,11.74256,816,1||976|200643|171549|815|816,0,0,380243,380243,11.80194977164085,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,838,838,Prevotella,Prevotella,genus,8.6819,abund,8.6819,838,1||976|200643|171549|171552|838,0,0,150876,150876,8.725810021188625,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,841,841,Roseburia,Roseburia,genus,5.09939,abund,5.09939,841,1||1239|186801|3085636|186803|841,0,0,112789,112789,5.125180935503641,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,848,848,Fusobacterium,Fusobacterium,genus,8.08047,abund,8.08047,848,1||32066|203490|203491|203492|848,0,0,108749,108749,8.12133819808038,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1279,1279,Staphylococcus,Staphylococcus,genus,7e-05,abund,7e-05,1279,1||1239|91061|1385|90964|1279,0,0,1,1,7.035403557783477e-05,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1350,1350,Enterococcus,Enterococcus,genus,0.00215,abund,0.00215,1350,1||1239|91061|186826|81852|1350,0,0,39,39,0.0021608739498906395,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1654,1654,Actinomyces,Actinomyces,genus,0.00031,abund,0.00031,1654,1||201174|1760|2037|2049|1654,0,0,6,6,0.00031156787184469687,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1678,1678,Bifidobacterium,Bifidobacterium,genus,2.82476,abund,2.82476,1678,1||201174|1760|85004|31953|1678,0,0,38662,38662,2.8390466505549226,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2172,2172,Methanobrevibacter,Methanobrevibacter,genus,0.09869,abund,0.09869,2172,1||28890|183925|2158|2159|2172,0,0,1039,1039,0.09918913958823591,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,4930,4930,Saccharomyces,Saccharomyces,genus,0.05693,abund,0.05693,4930,1||4890|4891|4892|4893|4930,0,0,3856,3856,0.05721793207780192,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,5475,5475,Candida,Candida,genus,6e-05,abund,6e-05,5475,1||4890|3239874|2916678|766764|5475,0,0,5,5,6.0303459066715524e-05,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,29465,29465,Veillonella,Veillonella,genus,23.93897,abund,23.93897,29465,1||1239|909932|1843489|31977|29465,0,0,320770,320770,24.060044958238848,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,216851,216851,Faecalibacterium,Faecalibacterium,genus,22.30109,abund,22.30109,216851,1||1239|186801|186802|216572|216851,0,0,415434,415434,22.413881132635648,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,239934,239934,Akkermansia,Akkermansia,genus,2.30592,abund,2.30592,239934,1||74201|203494|48461|1647988|239934,0,0,39389,39389,2.317582538852011,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,572511,572511,Blautia,Blautia,genus,3e-05,abund,3e-05,572511,1||1239|186801|3085636|186803|572511,0,0,1,1,3.0151729533357762e-05,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1766253,1766253,Agathobacter,Agathobacter,genus,5e-05,abund,5e-05,1766253,1||1239|186801|3085636|186803|1766253,0,0,1,1,5.025288255559627e-05,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,1870884,1870884,Clostridioides,Clostridioides,genus,2.3764,abund,2.3764,1870884,1||1239|186801|3082720|186804|1870884,0,0,52750,52750,2.3884190021023795,0.9949678
Ganon2,default,Ganon2_default,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128014,2742598,2742598,Limosilactobacillus,Limosilactobacillus,genus,1.84503,abund,1.84503,2742598,1||1239|91061|186826|33958|2742598,0,0,22682,22682,1.8543615180310355,0.9949678
