tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,848,848,Fusobacterium,Fusobacterium,genus,0.5037,fraction_reads,0.7458,0.5037
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1253,1253,Pediococcus,Pediococcus,genus,0.4233,fraction_reads,0.7458,0.4233
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1263,1263,Ruminococcus,Ruminococcus,genus,0.6858,fraction_reads,0.7458,0.6858
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1301,1301,Streptococcus,Streptococcus,genus,6.3077000000000005,fraction_reads,9.944,6.3077000000000005
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1378,1378,Gemella,Gemella,genus,0.4151,fraction_reads,0.7458,0.4151
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1485,1485,Clostridium,Clostridium,genus,1.9968,fraction_reads,1.4916,1.9968
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1654,1654,Actinomyces,Actinomyces,genus,1.4957,fraction_reads,1.5227,1.4957
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1678,1678,Bifidobacterium,Bifidobacterium,genus,2.9173,fraction_reads,3.729,2.9173
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,1730,1730,Eubacterium,Eubacterium,genus,1.4403,fraction_reads,1.4916,1.4403
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,2701,2701,Gardnerella,Gardnerella,genus,0.3852,fraction_reads,0.7458,0.3852
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,28050,28050,Lachnospira,Lachnospira,genus,0.6406,fraction_reads,0.7458,0.6406
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,29465,29465,Veillonella,Veillonella,genus,2.6243,fraction_reads,4.0087,2.6243
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,32207,32207,Rothia,Rothia,genus,1.1086999999999998,fraction_reads,1.4916,1.1086999999999998
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,33042,33042,Coprococcus,Coprococcus,genus,0.7793,fraction_reads,0.7458,0.7793
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,40544,40544,Sutterella,Sutterella,genus,0.6992,fraction_reads,0.7458,0.6992
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,84111,84111,Eggerthella,Eggerthella,genus,0.8012,fraction_reads,0.7458,0.8012
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,86331,86331,Mogibacterium,Mogibacterium,genus,0.4195,fraction_reads,0.7458,0.4195
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,102106,102106,Collinsella,Collinsella,genus,0.5673,fraction_reads,0.7458,0.5673
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,133925,133925,Olsenella,Olsenella,genus,0.7424,fraction_reads,0.7458,0.7424
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,162289,162289,Peptoniphilus,Peptoniphilus,genus,0.3871,fraction_reads,0.7458,0.3871
Sylph,unified,Sylph_unified,simulated,simulated,pacbio,sim_pacbio,171003,171003,Caloranaerobacter,Caloranaerobacter,genus,0.5867,fraction_reads,0.7458,0.5867
