taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	genomeSize	numReads	numUniqueReads	taxRank_raw	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
305	305	Ralstonia_solanacearum	Ralstonia solanacearum	species	0.0	abund	0.0	27980814	25	5	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
316	316	Stutzerimonas_stutzeri	Stutzerimonas stutzeri	species	0.0	abund	0.0	4627035	110	107	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
317	317	Pseudomonas_syringae	Pseudomonas syringae	species	0.0	abund	0.0	6780025	16	10	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
329	329	Ralstonia_pickettii	Ralstonia pickettii	species	0.0	abund	0.0	4814858	2	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
337	337	Burkholderia_glumae	Burkholderia glumae	species	0.0	abund	0.0	55874346	16	1	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
339	339	Xanthomonas_campestris	Xanthomonas campestris	species	0.0	abund	0.0	6632086	22	4	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
343	343	Xanthomonas_translucens	Xanthomonas translucens	species	0.0	abund	0.0	7919519	7	4	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
346	346	Xanthomonas_citri	Xanthomonas citri	species	0.0	abund	0.0	9542591	5	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
347	347	Xanthomonas_oryzae	Xanthomonas oryzae	species	0.0	abund	0.0	9934092	7	1	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
353	353	Azotobacter_chroococcum	Azotobacter chroococcum	species	0.0	abund	0.0	5095708	7	4	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
354	354	Azotobacter_vinelandii	Azotobacter vinelandii	species	0.0	abund	0.0	5309475	5	0	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
358	358	Agrobacterium_tumefaciens	Agrobacterium tumefaciens	species	0.0	abund	0.0	19621376	37	24	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
359	359	Agrobacterium_rhizogenes	Agrobacterium rhizogenes	species	0.0	abund	0.0	7104616	2	0	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
373	373	Agrobacterium_vitis	Agrobacterium vitis	species	0.0	abund	0.0	5563268	5	3	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
375	375	Bradyrhizobium_japonicum	Bradyrhizobium japonicum	species	0.0	abund	0.0	9944287	14	8	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
376	376	Bradyrhizobium_sp.	Bradyrhizobium_sp.	species	0.0	abund	0.0	7516645	2	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
380	380	Sinorhizobium_fredii	Sinorhizobium fredii	species	0.0	abund	0.0	6813913	14	6	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
381	381	Mesorhizobium_loti	Mesorhizobium loti	species	0.0	abund	0.0	7280679	8	8	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
382	382	Sinorhizobium_meliloti	Sinorhizobium meliloti	species	0.0	abund	0.0	13118939	26	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
384	384	Rhizobium_leguminosarum	Rhizobium leguminosarum	species	0.0	abund	0.0	6969849	38	25	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
396	396	Rhizobium_phaseoli	Rhizobium phaseoli	species	0.0	abund	0.0	47164014	24	16	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
398	398	Rhizobium_tropici	Rhizobium tropici	species	0.0	abund	0.0	6977378	2	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
399	399	Neorhizobium_galegae	Neorhizobium galegae	species	0.0	abund	0.0	6298826	5	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
405	405	Methylobacillus_flagellatus	Methylobacillus flagellatus	species	0.0	abund	0.0	2965751	1	1	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
408	408	Methylorubrum_extorquens	Methylorubrum extorquens	species	0.0	abund	0.0	7152149	18	13	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
410	410	Methylobacterium_organophilum	Methylobacterium organophilum	species	0.0	abund	0.0	5218699	9	9	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
414	414	Methylococcus_capsulatus	Methylococcus capsulatus	species	0.0	abund	0.0	6630848	4	0	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
421	421	Methylomonas_methanica	Methylomonas methanica	species	0.0	abund	0.0	5030678	2	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
426	426	Methylosinus_trichosporium	Methylosinus trichosporium	species	0.0	abund	0.0	5010724	4	4	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
435	435	Acetobacter_aceti	Acetobacter aceti	species	0.0	abund	0.0	3817660	10	6	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
436	436	Novacetimonas_hansenii	Novacetimonas hansenii	species	0.0	abund	0.0	3522187	3	1	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
438	438	Acetobacter_pasteurianus	Acetobacter pasteurianus	species	0.0	abund	0.0	3049922	2	2	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
442	442	Gluconobacter_oxydans	Gluconobacter oxydans	species	0.0	abund	0.0	3300105	5	3	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
446	446	Legionella_pneumophila	Legionella pneumophila	species	0.0	abund	0.0	12645427	13	9	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
449	449	Legionella_hackeliae	Legionella hackeliae	species	0.0	abund	0.0	3529284	9	9	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
450	450	Legionella_longbeachae	Legionella longbeachae	species	0.0	abund	0.0	6089763	17	11	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
451	451	Tatlockia_micdadei	Tatlockia micdadei	species	0.0	abund	0.0	6456263	19	14	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
452	452	Legionella_spiritensis	Legionella spiritensis	species	0.0	abund	0.0	3373838	31	25	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
454	454	Legionella_israelensis	Legionella israelensis	species	0.0	abund	0.0	3213130	11	10	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
456	456	Legionella_jordanis	Legionella jordanis	species	0.0	abund	0.0	3105891	1	1	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
470	470	Acinetobacter_baumannii	Acinetobacter baumannii	species	0.0	abund	0.0	12866776	392	91	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
471	471	Acinetobacter_calcoaceticus	Acinetobacter calcoaceticus	species	0.0	abund	0.0	7789158	8	6	species	0.0	0.9999974	DYN_0004_D10_Zymo_report	DYN_0004_D10	ont_zymo	Centrifuger	default	Centrifuger_default
