taxid_raw	taxid	name_raw	name	rank	value	value_type	abundance_raw	numReads	numDirectReads	norm_abund	classified_fraction	sample_id	sample_id_core	assay	tool	db_mode	tool_db
2025659	2025659	                        Bacteroides sp. KFT8	Bacteroides sp. KFT8	species	0.01	abund	0.01	3569	3569	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2847299	2847299	                        Bacteroides sp. DH3716P	Bacteroides sp. DH3716P	species	0.01	abund	0.01	2042	2042	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3096000	3096000	                        Bacteroides sp. CG01	Bacteroides sp. CG01	species	0.01	abund	0.01	1679	1679	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2763022	2763022	                        Bacteroides sp. M10	Bacteroides sp. M10	species	0.01	abund	0.01	1545	1545	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
556259	556259	                        Bacteroides sp. D2	Bacteroides sp. D2	species	0.0	abund	0.0	829	829	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2972761	2972761	                        Bacteroides sp. BFG-257	Bacteroides sp. BFG-257	species	0.0	abund	0.0	437	437	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2709390	2709390	                        Bacteroides sp. ZJ-18	Bacteroides sp. ZJ-18	species	0.0	abund	0.0	93	93	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2162637	2162637	                        Bacteroides sp. PHL 2737	Bacteroides sp. PHL 2737	species	0.0	abund	0.0	48	48	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28116	28116	                      Bacteroides ovatus	Bacteroides ovatus	species	0.17	abund	0.17	48591	48551	0.24562924432885425	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
291644	291644	                      Bacteroides salyersiae	Bacteroides salyersiae	species	0.14	abund	0.14	40669	40669	0.20228290709435057	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
338188	338188	                      Bacteroides finegoldii	Bacteroides finegoldii	species	0.11	abund	0.11	30939	30939	0.15893656985984686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
674529	674529	                      Bacteroides faecis	Bacteroides faecis	species	0.09	abund	0.09	26476	26476	0.13003901170351106	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
371601	371601	                      Bacteroides xylanisolvens	Bacteroides xylanisolvens	species	0.08	abund	0.08	22347	15853	0.11559023262534317	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
291645	291645	                      Bacteroides nordii	Bacteroides nordii	species	0.05	abund	0.05	13442	13442	0.07224389539083947	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
46506	46506	                      Bacteroides stercoris	Bacteroides stercoris	species	0.04	abund	0.04	11584	5435	0.057795116312671584	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1796613	1796613	                      Bacteroides caecimuris	Bacteroides caecimuris	species	0.03	abund	0.03	9365	9365	0.043346337234503686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28111	28111	                      Bacteroides eggerthii	Bacteroides eggerthii	species	0.02	abund	0.02	6784	6784	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2715212	2715212	                      Bacteroides faecium	Bacteroides faecium	species	0.02	abund	0.02	4748	4748	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2792859	2792859	                      Bacteroides humanifaecis	Bacteroides humanifaecis	species	0.01	abund	0.01	4235	4235	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
290053	290053	                      Bacteroides helcogenes	Bacteroides helcogenes	species	0.01	abund	0.01	3349	0	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2763023	2763023	                      Bacteroides hominis	Bacteroides hominis	species	0.01	abund	0.01	3181	3181	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2650157	2650157	                      Bacteroides zhangwenhongii	Bacteroides zhangwenhongii	species	0.01	abund	0.01	2676	2676	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28119	28119	                      Bacteroides zoogleoformans	Bacteroides zoogleoformans	species	0.01	abund	0.01	2294	2294	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28113	28113	                      Bacteroides heparinolyticus	Bacteroides heparinolyticus	species	0.01	abund	0.01	1626	1626	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2650158	2650158	                      Bacteroides luhongzhouii	Bacteroides luhongzhouii	species	0.0	abund	0.0	975	975	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
477666	477666	                      Bacteroides graminisolvens	Bacteroides graminisolvens	species	0.0	abund	0.0	789	789	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
162156	162156	                        uncultured Bacteroides sp.	uncultured Bacteroides sp.	species	0.0	abund	0.0	485	485	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2136147	2136147	                      Bacteroides sedimenti	Bacteroides sedimenti	species	0.0	abund	0.0	261	261	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
357276	357276	                      Phocaeicola dorei	Phocaeicola dorei	species	3.95	abund	3.95	1129774	1102964	5.707267735876319	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
821	821	                      Phocaeicola vulgatus	Phocaeicola vulgatus	species	0.77	abund	0.77	220489	220469	1.112555989018928	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
376805	376805	                      Phocaeicola salanitronis	Phocaeicola salanitronis	species	0.01	abund	0.01	3370	0	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
387090	387090	                      Phocaeicola coprophilus	Phocaeicola coprophilus	species	0.01	abund	0.01	2988	2988	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
328813	328813	                      Alistipes onderdonkii	Alistipes onderdonkii	species	1.42	abund	1.42	407567	75333	2.051726629099841	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28117	28117	                      Alistipes putredinis	Alistipes putredinis	species	0.96	abund	0.96	274518	274518	1.387082791504118	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
214856	214856	                      Alistipes finegoldii	Alistipes finegoldii	species	0.95	abund	0.95	273334	145853	1.3726340124259502	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2585118	2585118	                      Alistipes communis	Alistipes communis	species	0.9	abund	0.9	256910	256910	1.3003901170351106	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
626932	626932	                      Alistipes indistinctus	Alistipes indistinctus	species	0.08	abund	0.08	23783	19451	0.11559023262534317	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
3132707	3132707	                        Alistipes sp. i18-0019-D1	Alistipes sp. i18-0019-D1	species	0.07	abund	0.07	21459	21459	0.10114145354717528	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2662363	2662363	                        Alistipes sp. dk3624	Alistipes sp. dk3624	species	0.0	abund	0.0	429	429	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2585119	2585119	                      Alistipes dispar	Alistipes dispar	species	0.05	abund	0.05	14922	14922	0.07224389539083947	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
328814	328814	                      Alistipes shahii	Alistipes shahii	species	0.04	abund	0.04	12616	3400	0.057795116312671584	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1288121	1288121	                      Alistipes senegalensis	Alistipes senegalensis	species	0.03	abund	0.03	9036	8992	0.043346337234503686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
538949	538949	                        uncultured Alistipes sp.	uncultured Alistipes sp.	species	0.02	abund	0.02	5566	5566	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1470347	1470347	                      Alistipes ihumii	Alistipes ihumii	species	0.02	abund	0.02	4431	0	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2364787	2364787	                      Alistipes megaguti	Alistipes megaguti	species	0.0	abund	0.0	1423	1423	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1760811	1760811	                        uncultured Acetobacteroides sp.	uncultured Acetobacteroides sp.	species	0.0	abund	0.0	100	100	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
46503	46503	                      Parabacteroides merdae	Parabacteroides merdae	species	1.81	abund	1.81	517731	517491	2.6152290131483893	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
823	823	                      Parabacteroides distasonis	Parabacteroides distasonis	species	1.04	abund	1.04	296952	292592	1.5026730241294612	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
328812	328812	                      Parabacteroides goldsteinii	Parabacteroides goldsteinii	species	0.03	abund	0.03	9919	9919	0.043346337234503686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
387661	387661	                      Parabacteroides johnsonii	Parabacteroides johnsonii	species	0.02	abund	0.02	6311	6306	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2951805	2951805	                      Parabacteroides absconsus	Parabacteroides absconsus	species	0.02	abund	0.02	6261	6261	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2685834	2685834	                      Parabacteroides chongii	Parabacteroides chongii	species	0.01	abund	0.01	2741	2741	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1217282	1217282	                      Parabacteroides faecis	Parabacteroides faecis	species	0.01	abund	0.01	1547	1547	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2025876	2025876	                        Parabacteroides sp. CT06	Parabacteroides sp. CT06	species	0.0	abund	0.0	111	111	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
712710	712710	                      Tannerella serpentiformis	Tannerella serpentiformis	species	0.0	abund	0.0	349	349	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28112	28112	                      Tannerella forsythia	Tannerella forsythia	species	0.0	abund	0.0	117	70	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28118	28118	                      Odoribacter splanchnicus	Odoribacter splanchnicus	species	0.18	abund	0.18	52197	50955	0.26007802340702213	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
544645	544645	                      Butyricimonas virosa	Butyricimonas virosa	species	0.04	abund	0.04	10082	10082	0.057795116312671584	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1472417	1472417	                      Butyricimonas paravirosa	Butyricimonas paravirosa	species	0.01	abund	0.01	3639	3639	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1472416	1472416	                      Butyricimonas faecihominis	Butyricimonas faecihominis	species	0.01	abund	0.01	2176	2176	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2093856	2093856	                      Butyricimonas faecalis	Butyricimonas faecalis	species	0.01	abund	0.01	1808	1808	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
487174	487174	                      Barnesiella intestinihominis	Barnesiella intestinihominis	species	0.12	abund	0.12	34038	34038	0.17338534893801474	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
397865	397865	                      Barnesiella viscericola	Barnesiella viscericola	species	0.01	abund	0.01	3702	0	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1965590	1965590	                        Barnesiella sp. An22	Barnesiella sp. An22	species	0.0	abund	0.0	1221	1221	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1501392	1501392	                      Coprobacter secundus	Coprobacter secundus	species	0.0	abund	0.0	310	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1099853	1099853	                      Coprobacter fastidiosus	Coprobacter fastidiosus	species	0.0	abund	0.0	201	201	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28128	28128	                      Prevotella corporis	Prevotella corporis	species	0.01	abund	0.01	2728	2728	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
712471	712471	                        Prevotella sp. oral taxon 475	Prevotella sp. oral taxon 475	species	0.0	abund	0.0	359	359	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2691580	2691580	                        Prevotella sp. Rep29	Prevotella sp. Rep29	species	0.0	abund	0.0	350	350	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2913621	2913621	                        Prevotella sp. E9-3	Prevotella sp. E9-3	species	0.0	abund	0.0	263	263	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2913616	2913616	                        Prevotella sp. E13-17	Prevotella sp. E13-17	species	0.0	abund	0.0	226	226	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2937774	2937774	                        Prevotella sp. E15-22	Prevotella sp. E15-22	species	0.0	abund	0.0	170	170	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2913620	2913620	                        Prevotella sp. E2-28	Prevotella sp. E2-28	species	0.0	abund	0.0	102	102	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
652716	652716	                        Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 299	species	0.0	abund	0.0	43	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
52227	52227	                      Prevotella dentalis	Prevotella dentalis	species	0.0	abund	0.0	1136	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28129	28129	                      Prevotella denticola	Prevotella denticola	species	0.0	abund	0.0	853	853	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28131	28131	                      Prevotella intermedia	Prevotella intermedia	species	0.0	abund	0.0	576	563	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
282402	282402	                      Prevotella multiformis	Prevotella multiformis	species	0.0	abund	0.0	510	510	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28125	28125	                      Prevotella bivia	Prevotella bivia	species	0.0	abund	0.0	411	411	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2913614	2913614	                      Prevotella communis	Prevotella communis	species	0.0	abund	0.0	403	403	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28132	28132	                      Prevotella melaninogenica	Prevotella melaninogenica	species	0.0	abund	0.0	354	354	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2801997	2801997	                      Prevotella herbatica	Prevotella herbatica	species	0.0	abund	0.0	194	194	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1177574	1177574	                      Prevotella jejuni	Prevotella jejuni	species	0.0	abund	0.0	187	187	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28133	28133	                      Prevotella nigrescens	Prevotella nigrescens	species	0.0	abund	0.0	166	81	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
589436	589436	                      Prevotella fusca	Prevotella fusca	species	0.0	abund	0.0	144	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28137	28137	                      Prevotella veroralis	Prevotella veroralis	species	0.0	abund	0.0	103	103	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
589437	589437	                      Prevotella scopos	Prevotella scopos	species	0.0	abund	0.0	56	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
470565	470565	                      Prevotella histicola	Prevotella histicola	species	0.0	abund	0.0	55	55	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
165179	165179	                      Segatella copri	Segatella copri	species	0.02	abund	0.02	6204	5349	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2518605	2518605	                      Segatella hominis	Segatella hominis	species	0.01	abund	0.01	2068	2068	0.014448779078167896	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
305719	305719	                      Segatella baroniae	Segatella baroniae	species	0.0	abund	0.0	190	0	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
77095	77095	                      Segatella bryantii	Segatella bryantii	species	0.0	abund	0.0	160	160	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28135	28135	                      Segatella oris	Segatella oris	species	0.0	abund	0.0	158	158	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
454155	454155	                      Paraprevotella xylaniphila	Paraprevotella xylaniphila	species	0.03	abund	0.03	7405	0	0.043346337234503686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
454154	454154	                      Paraprevotella clara	Paraprevotella clara	species	0.0	abund	0.0	410	410	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28127	28127	                      Hoylesella buccalis	Hoylesella buccalis	species	0.0	abund	0.0	309	304	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
76123	76123	                      Hoylesella enoeca	Hoylesella enoeca	species	0.0	abund	0.0	259	259	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
839	839	                      Xylanibacter ruminicola	Xylanibacter ruminicola	species	0.0	abund	0.0	444	171	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2133944	2133944	                      Pseudoprevotella muciniphila	Pseudoprevotella muciniphila	species	0.0	abund	0.0	100	100	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28123	28123	                      Porphyromonas asaccharolytica	Porphyromonas asaccharolytica	species	0.03	abund	0.03	7720	0	0.043346337234503686	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
837	837	                      Porphyromonas gingivalis	Porphyromonas gingivalis	species	0.0	abund	0.0	778	751	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
322095	322095	                      Porphyromonas somerae	Porphyromonas somerae	species	0.0	abund	0.0	425	425	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
712435	712435	                        Porphyromonas sp. oral taxon 275	Porphyromonas sp. oral taxon 275	species	0.0	abund	0.0	114	114	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
393921	393921	                      Porphyromonas crevioricanis	Porphyromonas crevioricanis	species	0.0	abund	0.0	107	107	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
36874	36874	                      Porphyromonas cangingivalis	Porphyromonas cangingivalis	species	0.0	abund	0.0	54	54	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
28124	28124	                      Porphyromonas endodontalis	Porphyromonas endodontalis	species	0.0	abund	0.0	48	48	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
867595	867595	                      Porphyromonas pogonae	Porphyromonas pogonae	species	0.0	abund	0.0	29	29	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
45254	45254	                      Dysgonomonas capnocytophagoides	Dysgonomonas capnocytophagoides	species	0.02	abund	0.02	4420	4420	0.028897558156335792	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2714927	2714927	                        Dysgonomonas sp. HDW5B	Dysgonomonas sp. HDW5B	species	0.0	abund	0.0	86	86	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2714926	2714926	                        Dysgonomonas sp. HDW5A	Dysgonomonas sp. HDW5A	species	0.0	abund	0.0	19	19	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2023866	2023866	                        Petrimonas sp.	Petrimonas sp.	species	0.0	abund	0.0	159	159	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1642646	1642646	                      Petrimonas mucosa	Petrimonas mucosa	species	0.0	abund	0.0	104	104	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
2829812	2829812	                      Proteiniphilum propionicum	Proteiniphilum propionicum	species	0.0	abund	0.0	111	111	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
1642647	1642647	                      Proteiniphilum saccharofermentans	Proteiniphilum saccharofermentans	species	0.0	abund	0.0	84	84	0.0	0.6920999999999999	DYN_0004_D10_report	DYN_0004_D10	illumina	Kraken2	unified	Kraken2_unified
